"Notes","County","County Code","Year","Year Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Muscogee County, GA","13215","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,194107,Unreliable
,"Muscogee County, GA","13215","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,198413,Unreliable
,"Muscogee County, GA","13215","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,202824,Unreliable
,"Muscogee County, GA","13215","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,200887,Unreliable
,"Paulding County, GA","13223","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,142324,16.9
,"Paulding County, GA","13223","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,143542,Unreliable
,"Paulding County, GA","13223","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,144800,Unreliable
,"Paulding County, GA","13223","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,148987,Unreliable
,"Paulding County, GA","13223","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,148987,Unreliable
,"Richmond County, GA","13245","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,200549,Unreliable
,"Richmond County, GA","13245","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,200549,Unreliable
,"Richmond County, GA","13245","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,202587,Unreliable
,"Richmond County, GA","13245","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,202003,Unreliable
,"Richmond County, GA","13245","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,201368,Unreliable
,"Spalding County, GA","13255","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,63865,Unreliable
,"Walton County, GA","13297","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,85754,Unreliable
,"Ada County, ID","16001","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,392365,Unreliable
,"Ada County, ID","16001","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,392365,Unreliable
,"Ada County, ID","16001","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,400842,Unreliable
,"Ada County, ID","16001","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,400842,Unreliable
,"Ada County, ID","16001","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,409061,Unreliable
,"Ada County, ID","16001","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,416464,Unreliable
,"Ada County, ID","16001","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,416464,5.0
,"Ada County, ID","16001","2014","2014","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,426236,Unreliable
,"Ada County, ID","16001","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,426236,Unreliable
,"Ada County, ID","16001","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",27,426236,6.3
,"Ada County, ID","16001","2014","2014","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,426236,Unreliable
,"Bonneville County, ID","16019","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,104234,Unreliable
,"Bonneville County, ID","16019","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,105772,Unreliable
,"Bonneville County, ID","16019","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,106684,Unreliable
,"Bonneville County, ID","16019","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,107517,26.0
,"Bonneville County, ID","16019","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,108623,Unreliable
,"Canyon County, ID","16027","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,188923,Unreliable
,"Canyon County, ID","16027","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,203143,Unreliable
,"Kootenai County, ID","16055","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,142357,Unreliable
,"Champaign County, IL","17019","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,201685,Unreliable
,"Champaign County, IL","17019","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,203276,Unreliable
,"Champaign County, IL","17019","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,204897,Unreliable
,"Champaign County, IL","17019","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,207133,11.1
,"Cook County, IL","17031","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",392,5194675,7.5
,"Cook County, IL","17031","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",42,5194675,0.8
,"Cook County, IL","17031","2010","2010","Accidental poisoning by and exposure to alcohol","X45",17,5194675,Unreliable
,"Cook County, IL","17031","2010","2010","Accidental poisoning by and exposure to other gases and vapours","X47",14,5194675,Unreliable
,"Cook County, IL","17031","2010","2010","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",27,5194675,0.5
,"Cook County, IL","17031","2010","2010","Intentional self-poisoning by and exposure to other gases and vapours","X67",10,5194675,Unreliable
,"Cook County, IL","17031","2011","2011","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,5217080,Unreliable
,"Cook County, IL","17031","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",393,5217080,7.5
,"Cook County, IL","17031","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",45,5217080,0.9
,"Cook County, IL","17031","2011","2011","Accidental poisoning by and exposure to alcohol","X45",30,5217080,0.6
,"Cook County, IL","17031","2011","2011","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",34,5217080,0.7
,"Cook County, IL","17031","2011","2011","Intentional self-poisoning by and exposure to other gases and vapours","X67",10,5217080,Unreliable
,"Cook County, IL","17031","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",485,5231351,9.3
,"Cook County, IL","17031","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",50,5231351,1.0
,"Cook County, IL","17031","2012","2012","Accidental poisoning by and exposure to alcohol","X45",34,5231351,0.6
,"Cook County, IL","17031","2012","2012","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",16,5231351,Unreliable
,"Cook County, IL","17031","2012","2012","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",39,5231351,0.7
,"Cook County, IL","17031","2012","2012","Intentional self-poisoning by and exposure to other gases and vapours","X67",15,5231351,Unreliable
,"Cook County, IL","17031","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",463,5240700,8.8
,"Cook County, IL","17031","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",67,5240700,1.3
,"Cook County, IL","17031","2013","2013","Accidental poisoning by and exposure to alcohol","X45",38,5240700,0.7
,"Cook County, IL","17031","2013","2013","Accidental poisoning by and exposure to other gases and vapours","X47",16,5240700,Unreliable
,"Cook County, IL","17031","2013","2013","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",14,5240700,Unreliable
,"Cook County, IL","17031","2013","2013","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",46,5240700,0.9
,"Cook County, IL","17031","2013","2013","Intentional self-poisoning by and exposure to other gases and vapours","X67",20,5240700,0.4
,"Cook County, IL","17031","2014","2014","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,5246456,Unreliable
,"Cook County, IL","17031","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",420,5246456,8.0
,"Cook County, IL","17031","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",100,5246456,1.9
,"Cook County, IL","17031","2014","2014","Accidental poisoning by and exposure to alcohol","X45",44,5246456,0.8
,"Cook County, IL","17031","2014","2014","Accidental poisoning by and exposure to other gases and vapours","X47",12,5246456,Unreliable
,"Cook County, IL","17031","2014","2014","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",17,5246456,Unreliable
,"Cook County, IL","17031","2014","2014","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",42,5246456,0.8
,"Cook County, IL","17031","2014","2014","Intentional self-poisoning by and exposure to other gases and vapours","X67",10,5246456,Unreliable
,"DuPage County, IL","17043","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",35,916924,3.8
,"DuPage County, IL","17043","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,916924,2.8
,"DuPage County, IL","17043","2010","2010","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,916924,Unreliable
,"DuPage County, IL","17043","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",47,923222,5.1
,"DuPage County, IL","17043","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,923222,2.5
,"DuPage County, IL","17043","2011","2011","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,923222,Unreliable
,"DuPage County, IL","17043","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",70,927987,7.5
,"DuPage County, IL","17043","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,927987,2.2
,"DuPage County, IL","17043","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",50,932126,5.4
,"DuPage County, IL","17043","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,932126,2.1
,"DuPage County, IL","17043","2013","2013","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,932126,Unreliable
,"DuPage County, IL","17043","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",49,932708,5.3
,"DuPage County, IL","17043","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,932708,2.7
,"Kane County, IL","17089","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,515269,Unreliable
,"Kane County, IL","17089","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,520271,Unreliable
,"Kane County, IL","17089","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,520271,4.6
,"Kane County, IL","17089","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",29,522487,5.6
,"Kane County, IL","17089","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,522487,Unreliable
,"Kane County, IL","17089","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,523643,4.2
,"Kane County, IL","17089","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,523643,Unreliable
,"Kane County, IL","17089","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",25,527306,4.7
,"Kankakee County, IL","17091","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,112120,Unreliable
,"Kankakee County, IL","17091","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,111375,Unreliable
,"Lake County, IL","17097","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",57,703462,8.1
,"Lake County, IL","17097","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,703462,3.1
,"Lake County, IL","17097","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",48,706222,6.8
,"Lake County, IL","17097","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,706222,3.3
,"Lake County, IL","17097","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",47,702120,6.7
,"Lake County, IL","17097","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,702120,2.8
,"Lake County, IL","17097","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",38,703019,5.4
,"Lake County, IL","17097","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,703019,2.8
,"Lake County, IL","17097","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",45,705186,6.4
,"Lake County, IL","17097","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,705186,Unreliable
,"LaSalle County, IL","17099","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,113924,19.3
,"LaSalle County, IL","17099","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,113518,17.6
,"LaSalle County, IL","17099","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,112973,Unreliable
,"LaSalle County, IL","17099","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,112183,Unreliable
,"McHenry County, IL","17111","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,308760,Unreliable
,"McHenry County, IL","17111","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,308760,Unreliable
,"McHenry County, IL","17111","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,308944,Unreliable
,"McHenry County, IL","17111","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,308944,Unreliable
,"McHenry County, IL","17111","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,308145,8.4
,"McHenry County, IL","17111","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,308145,Unreliable
,"McHenry County, IL","17111","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,307409,Unreliable
,"McHenry County, IL","17111","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,307409,Unreliable
,"McHenry County, IL","17111","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,307283,6.5
,"McLean County, IL","17113","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,169572,Unreliable
,"McLean County, IL","17113","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,172281,11.6
,"McLean County, IL","17113","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,174061,Unreliable
,"Madison County, IL","17119","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",33,269282,12.3
,"Madison County, IL","17119","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,269282,Unreliable
,"Madison County, IL","17119","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",40,268459,14.9
,"Madison County, IL","17119","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",36,267883,13.4
,"Madison County, IL","17119","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,267883,Unreliable
,"Madison County, IL","17119","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",31,267225,11.6
,"Madison County, IL","17119","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",49,266560,18.4
,"Madison County, IL","17119","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,266560,9.4
,"Peoria County, IL","17143","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,186494,Unreliable
,"Peoria County, IL","17143","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,186834,11.8
,"Peoria County, IL","17143","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,187254,10.7
,"Peoria County, IL","17143","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,188429,10.6
,"Peoria County, IL","17143","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,187319,Unreliable
,"St. Clair County, IL","17163","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,270056,Unreliable
,"St. Clair County, IL","17163","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",21,270259,7.8
,"St. Clair County, IL","17163","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,270259,Unreliable
,"St. Clair County, IL","17163","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,268858,11.2
,"St. Clair County, IL","17163","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,268858,Unreliable
,"St. Clair County, IL","17163","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,266955,8.2
,"St. Clair County, IL","17163","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,266955,Unreliable
,"St. Clair County, IL","17163","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",28,265729,10.5
,"St. Clair County, IL","17163","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,265729,Unreliable
,"Sangamon County, IL","17167","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,198844,Unreliable
,"Sangamon County, IL","17167","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,198844,Unreliable
,"Sangamon County, IL","17167","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",24,199271,12.0
,"Sangamon County, IL","17167","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,199271,Unreliable
,"Sangamon County, IL","17167","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,199145,Unreliable
,"Sangamon County, IL","17167","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,198997,Unreliable
,"Sangamon County, IL","17167","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,198997,Unreliable
,"Tazewell County, IL","17179","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,135661,Unreliable
,"Tazewell County, IL","17179","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,135949,Unreliable
,"Tazewell County, IL","17179","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,135707,Unreliable
,"Will County, IL","17197","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",46,677560,6.8
,"Will County, IL","17197","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",48,681545,7.0
,"Will County, IL","17197","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,681545,Unreliable
,"Will County, IL","17197","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",49,682518,7.2
,"Will County, IL","17197","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,682518,Unreliable
,"Will County, IL","17197","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",47,682829,6.9
,"Will County, IL","17197","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,682829,Unreliable
,"Will County, IL","17197","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",55,685419,8.0
,"Will County, IL","17197","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,685419,Unreliable
,"Williamson County, IL","17199","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,67008,Unreliable
,"Winnebago County, IL","17201","2010","2010","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",39,295266,13.2
,"Winnebago County, IL","17201","2011","2011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",21,293993,7.1
,"Winnebago County, IL","17201","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,293993,Unreliable
,"Winnebago County, IL","17201","2012","2012","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",45,292069,15.4
,"Winnebago County, IL","17201","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,292069,8.9
,"Winnebago County, IL","17201","2013","2013","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",57,290666,19.6
,"Winnebago County, IL","17201","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,290666,7.6
,"Winnebago County, IL","17201","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",58,288542,20.1
,"Winnebago County, IL","17201","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,288542,Unreliable
,"Allen County, IN","18003","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,355329,7.3
,"Allen County, IN","18003","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,358327,Unreliable
,"Allen County, IN","18003","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,360412,6.9
,"Allen County, IN","18003","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,363014,9.4
,"Allen County, IN","18003","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,365918,Unreliable
,"Allen County, IN","18003","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,365918,7.1
,"Allen County, IN","18003","2014","2014","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,365918,Unreliable
,"Boone County, IN","18011","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,60477,Unreliable
,"Clark County, IN","18019","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,110232,Unreliable
,"Clark County, IN","18019","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,111570,25.1
,"Clark County, IN","18019","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,111951,22.3
,"Clark County, IN","18019","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,112938,Unreliable
,"Clark County, IN","18019","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,114262,Unreliable
,"Delaware County, IN","18035","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,117660,Unreliable
,"Delaware County, IN","18035","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,117364,Unreliable
,"Delaware County, IN","18035","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,117484,Unreliable
,"Delaware County, IN","18035","2014","2014","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,117074,Unreliable
,"Delaware County, IN","18035","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,117074,Unreliable
,"Elkhart County, IN","18039","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,201971,Unreliable
,"Floyd County, IN","18043","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,74578,Unreliable
,"Floyd County, IN","18043","2014","2014","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,76179,Unreliable
,"Grant County, IN","18053","2011","2011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,69793,Unreliable
,"Grant County, IN","18053","2012","2012","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,69330,34.6
,"Grant County, IN","18053","2013","2013","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,69126,Unreliable
,"Greene County, IN","18055","2010","2010","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,33165,Unreliable
