"FIPS","FIPS_num","State","County","Year","Deaths","population","rate"
"AL001","01001",NA,NA,2005,0,NA,NA
"AL001","01001",NA,NA,2006,0,NA,NA
"AL001","01001",NA,NA,2007,0,NA,NA
"AL001","01001",NA,NA,2008,0,NA,NA
"AL001","01001",NA,NA,2009,0,NA,NA
"AL001","01001","alabama","autauga",2010,0,53155,0
"AL001","01001","alabama","autauga",2011,0,53944,0
"AL001","01001","alabama","autauga",2012,0,54590,0
"AL001","01001","alabama","autauga",2013,0,54907,0
"AL001","01001","alabama","autauga",2014,0,55136,0
"AL001","01001","alabama","autauga",2015,0,55221,0
"AL001","01001","alabama","autauga",2016,0,55049,0
"AL001","01001","alabama","autauga",2017,0,55036,0
"AL001","01001","alabama","autauga",2018,0,55200,0
"AL001","01001","alabama","autauga",2019,0,55380,0
"AL001","01001","alabama","autauga",2020,0,55639,0
"AL001","01001","alabama","autauga",2021,0,58239,0
"AL001","01001","alabama","autauga",2022,0,58761,0
"AL001","01001","alabama","autauga",2023,0,59285,0
"AL003","01003","alabama","baldwin",2005,10,160354,6.23620240218517
"AL003","01003","alabama","baldwin",2006,0,169162,0
"AL003","01003","alabama","baldwin",2007,15,171769,8.73265839586887
"AL003","01003","alabama","baldwin",2008,13,174439,7.45246189212275
"AL003","01003","alabama","baldwin",2009,20,179878,11.1186470830229
"AL003","01003","alabama","baldwin",2010,18,175791,10.2394320528355
"AL003","01003","alabama","baldwin",2011,22,179523,12.254697169722
"AL003","01003","alabama","baldwin",2012,18,183226,9.82393328457752
"AL003","01003","alabama","baldwin",2013,0,187114,0
"AL003","01003","alabama","baldwin",2014,31,191205,16.2129651421249
"AL003","01003","alabama","baldwin",2015,38,195121,19.4750949410878
"AL003","01003","alabama","baldwin",2016,22,199510,11.0270161896647
"AL003","01003","alabama","baldwin",2017,12,203360,5.90086546026751
"AL003","01003","alabama","baldwin",2018,10,208107,4.80522039143325
"AL003","01003","alabama","baldwin",2019,21,212830,9.86703002396279
"AL003","01003","alabama","baldwin",2020,48,218289,21.9891978065775
"AL003","01003","alabama","baldwin",2021,79,227131,34.7816898617978
"AL003","01003","alabama","baldwin",2022,61,233420,26.1331505440836
"AL003","01003","alabama","baldwin",2023,70,239945,29.1733522265519
"AL005","01005",NA,NA,2005,0,NA,NA
"AL005","01005",NA,NA,2006,0,NA,NA
"AL005","01005",NA,NA,2007,0,NA,NA
"AL005","01005",NA,NA,2008,0,NA,NA
"AL005","01005",NA,NA,2009,0,NA,NA
"AL005","01005","alabama","barbour",2010,0,27699,0
"AL005","01005","alabama","barbour",2011,0,27546,0
"AL005","01005","alabama","barbour",2012,0,27469,0
"AL005","01005","alabama","barbour",2013,0,27321,0
"AL005","01005","alabama","barbour",2014,0,27119,0
"AL005","01005","alabama","barbour",2015,0,26932,0
"AL005","01005","alabama","barbour",2016,0,26614,0
"AL005","01005","alabama","barbour",2017,0,26201,0
"AL005","01005","alabama","barbour",2018,0,25782,0
"AL005","01005","alabama","barbour",2019,0,25361,0
"AL005","01005","alabama","barbour",2020,0,25026,0
"AL005","01005","alabama","barbour",2021,0,25259,0
"AL005","01005","alabama","barbour",2022,0,24877,0
"AL005","01005","alabama","barbour",2023,0,24757,0
"AL007","01007",NA,NA,2005,0,NA,NA
"AL007","01007",NA,NA,2006,0,NA,NA
"AL007","01007",NA,NA,2007,0,NA,NA
"AL007","01007",NA,NA,2008,0,NA,NA
"AL007","01007",NA,NA,2009,0,NA,NA
"AL007","01007","alabama","bibb",2010,0,22610,0
"AL007","01007","alabama","bibb",2011,0,22746,0
"AL007","01007","alabama","bibb",2012,0,22769,0
"AL007","01007","alabama","bibb",2013,0,22754,0
"AL007","01007","alabama","bibb",2014,0,22653,0
"AL007","01007","alabama","bibb",2015,0,22604,0
"AL007","01007","alabama","bibb",2016,0,22572,0
"AL007","01007","alabama","bibb",2017,0,22580,0
"AL007","01007","alabama","bibb",2018,0,22527,0
"AL007","01007","alabama","bibb",2019,0,22493,0
"AL007","01007","alabama","bibb",2020,0,22374,0
"AL007","01007","alabama","bibb",2021,0,22412,0
"AL007","01007","alabama","bibb",2022,0,22251,0
"AL007","01007","alabama","bibb",2023,0,22152,0
"AL009","01009",NA,NA,2005,0,NA,NA
"AL009","01009",NA,NA,2006,0,NA,NA
"AL009","01009",NA,NA,2007,0,NA,NA
"AL009","01009",NA,NA,2008,14,NA,NA
"AL009","01009",NA,NA,2009,0,NA,NA
"AL009","01009","alabama","blount",2010,0,56692,0
"AL009","01009","alabama","blount",2011,0,57140,0
"AL009","01009","alabama","blount",2012,10,57466,17.4015939860091
"AL009","01009","alabama","blount",2013,0,57623,0
"AL009","01009","alabama","blount",2014,0,57645,0
"AL009","01009","alabama","blount",2015,0,57710,0
"AL009","01009","alabama","blount",2016,0,57704,0
"AL009","01009","alabama","blount",2017,11,57667,19.0750342483569
"AL009","01009","alabama","blount",2018,0,57645,0
"AL009","01009","alabama","blount",2019,0,57681,0
"AL009","01009","alabama","blount",2020,0,57755,0
"AL009","01009","alabama","blount",2021,0,58884,0
"AL009","01009","alabama","blount",2022,0,59077,0
"AL009","01009","alabama","blount",2023,14,59292,23.6119543951967
"AL011","01011",NA,NA,2005,0,NA,NA
"AL011","01011",NA,NA,2006,0,NA,NA
"AL011","01011",NA,NA,2007,0,NA,NA
"AL011","01011",NA,NA,2008,0,NA,NA
"AL011","01011",NA,NA,2009,0,NA,NA
"AL011","01011","alabama","bullock",2010,0,10923,0
"AL011","01011","alabama","bullock",2011,0,10877,0
"AL011","01011","alabama","bullock",2012,0,10779,0
"AL011","01011","alabama","bullock",2013,0,10746,0
"AL011","01011","alabama","bullock",2014,0,10693,0
"AL011","01011","alabama","bullock",2015,0,10678,0
"AL011","01011","alabama","bullock",2016,0,10552,0
"AL011","01011","alabama","bullock",2017,0,10478,0
"AL011","01011","alabama","bullock",2018,0,10352,0
"AL011","01011","alabama","bullock",2019,0,10248,0
"AL011","01011","alabama","bullock",2020,0,10173,0
"AL011","01011","alabama","bullock",2021,0,10386,0
"AL011","01011","alabama","bullock",2022,0,10328,0
"AL011","01011","alabama","bullock",2023,10,10157,98.4542679925175
"AL013","01013",NA,NA,2005,0,NA,NA
"AL013","01013",NA,NA,2006,0,NA,NA
"AL013","01013",NA,NA,2007,0,NA,NA
"AL013","01013",NA,NA,2008,0,NA,NA
"AL013","01013",NA,NA,2009,0,NA,NA
"AL013","01013","alabama","butler",2010,0,20895,0
"AL013","01013","alabama","butler",2011,0,20860,0
"AL013","01013","alabama","butler",2012,0,20730,0
"AL013","01013","alabama","butler",2013,0,20624,0
"AL013","01013","alabama","butler",2014,0,20523,0
"AL013","01013","alabama","butler",2015,0,20354,0
"AL013","01013","alabama","butler",2016,0,20280,0
"AL013","01013","alabama","butler",2017,0,20126,0
"AL013","01013","alabama","butler",2018,0,20025,0
"AL013","01013","alabama","butler",2019,0,19828,0
"AL013","01013","alabama","butler",2020,0,19726,0
"AL013","01013","alabama","butler",2021,0,19181,0
"AL013","01013","alabama","butler",2022,0,18981,0
"AL013","01013","alabama","butler",2023,0,18807,0
"AL015","01015","alabama","calhoun",2005,0,109762,0
"AL015","01015","alabama","calhoun",2006,0,112903,0
"AL015","01015","alabama","calhoun",2007,10,113103,8.84149845715852
"AL015","01015","alabama","calhoun",2008,15,113419,13.2252973487687
"AL015","01015","alabama","calhoun",2009,11,114081,9.64227171921705
"AL015","01015","alabama","calhoun",2010,18,117149,15.3650479304134
"AL015","01015","alabama","calhoun",2011,10,117614,8.50238917135715
"AL015","01015","alabama","calhoun",2012,0,117834,0
"AL015","01015","alabama","calhoun",2013,0,117714,0
"AL015","01015","alabama","calhoun",2014,19,117186,16.2135408666564
"AL015","01015","alabama","calhoun",2015,18,116648,15.4310403950346
"AL015","01015","alabama","calhoun",2016,11,115883,9.49233278392862
"AL015","01015","alabama","calhoun",2017,21,115527,18.1775688800021
"AL015","01015","alabama","calhoun",2018,13,115098,11.2947227579975
"AL015","01015","alabama","calhoun",2019,13,114618,11.34202306793
"AL015","01015","alabama","calhoun",2020,14,114324,12.2458976242959
"AL015","01015","alabama","calhoun",2021,18,116425,15.4605969508267
"AL015","01015","alabama","calhoun",2022,50,116162,43.0433360307157
"AL015","01015","alabama","calhoun",2023,54,116141,46.4952084104666
"AL017","01017",NA,NA,2005,0,NA,NA
"AL017","01017",NA,NA,2006,0,NA,NA
"AL017","01017",NA,NA,2007,0,NA,NA
"AL017","01017",NA,NA,2008,0,NA,NA
"AL017","01017",NA,NA,2009,0,NA,NA
"AL017","01017","alabama","chambers",2010,0,34579,0
"AL017","01017","alabama","chambers",2011,0,34375,0
"AL017","01017","alabama","chambers",2012,0,34228,0
"AL017","01017","alabama","chambers",2013,0,34145,0
"AL017","01017","alabama","chambers",2014,0,34091,0
"AL017","01017","alabama","chambers",2015,0,34079,0
"AL017","01017","alabama","chambers",2016,0,34018,0
"AL017","01017","alabama","chambers",2017,0,33895,0
"AL017","01017","alabama","chambers",2018,0,33826,0
"AL017","01017","alabama","chambers",2019,0,33660,0
"AL017","01017","alabama","chambers",2020,0,33427,0
"AL017","01017","alabama","chambers",2021,0,34834,0
"AL017","01017","alabama","chambers",2022,0,34612,0
"AL017","01017","alabama","chambers",2023,0,34450,0
"AL019","01019",NA,NA,2005,0,NA,NA
"AL019","01019",NA,NA,2006,0,NA,NA
"AL019","01019",NA,NA,2007,0,NA,NA
"AL019","01019",NA,NA,2008,0,NA,NA
"AL019","01019",NA,NA,2009,0,NA,NA
"AL019","01019","alabama","cherokee",2010,0,25700,0
"AL019","01019","alabama","cherokee",2011,0,25819,0
"AL019","01019","alabama","cherokee",2012,0,25917,0
"AL019","01019","alabama","cherokee",2013,0,26034,0
"AL019","01019","alabama","cherokee",2014,0,26042,0
"AL019","01019","alabama","cherokee",2015,0,26008,0
"AL019","01019","alabama","cherokee",2016,0,25897,0
"AL019","01019","alabama","cherokee",2017,0,25855,0
"AL019","01019","alabama","cherokee",2018,0,25853,0
"AL019","01019","alabama","cherokee",2019,0,25903,0
"AL019","01019","alabama","cherokee",2020,0,26035,0
"AL019","01019","alabama","cherokee",2021,0,24975,0
"AL019","01019","alabama","cherokee",2022,0,25069,0
"AL019","01019","alabama","cherokee",2023,0,25224,0
"AL021","01021",NA,NA,2005,0,NA,NA
"AL021","01021",NA,NA,2006,12,NA,NA
"AL021","01021",NA,NA,2007,0,NA,NA
"AL021","01021",NA,NA,2008,0,NA,NA
"AL021","01021",NA,NA,2009,0,NA,NA
"AL021","01021","alabama","chilton",2010,10,43121,23.1905568052689
"AL021","01021","alabama","chilton",2011,0,43444,0
"AL021","01021","alabama","chilton",2012,0,43611,0
"AL021","01021","alabama","chilton",2013,0,43744,0
"AL021","01021","alabama","chilton",2014,0,43781,0
"AL021","01021","alabama","chilton",2015,0,43819,0
"AL021","01021","alabama","chilton",2016,0,43817,0
"AL021","01021","alabama","chilton",2017,0,43805,0
"AL021","01021","alabama","chilton",2018,0,43930,0
"AL021","01021","alabama","chilton",2019,0,44055,0
"AL021","01021","alabama","chilton",2020,0,44147,0
"AL021","01021","alabama","chilton",2021,0,44857,0
"AL021","01021","alabama","chilton",2022,0,45140,0
"AL021","01021","alabama","chilton",2023,0,45500,0
"AL023","01023",NA,NA,2005,0,NA,NA
"AL023","01023",NA,NA,2006,0,NA,NA
"AL023","01023",NA,NA,2007,0,NA,NA
"AL023","01023",NA,NA,2008,0,NA,NA
"AL023","01023",NA,NA,2009,0,NA,NA
"AL023","01023","alabama","choctaw",2010,0,14111,0
"AL023","01023","alabama","choctaw",2011,0,13953,0
"AL023","01023","alabama","choctaw",2012,0,13838,0
"AL023","01023","alabama","choctaw",2013,0,13687,0
"AL023","01023","alabama","choctaw",2014,0,13546,0
"AL023","01023","alabama","choctaw",2015,0,13395,0
"AL023","01023","alabama","choctaw",2016,0,13287,0
"AL023","01023","alabama","choctaw",2017,0,13188,0
"AL023","01023","alabama","choctaw",2018,0,13075,0
"AL023","01023","alabama","choctaw",2019,0,12925,0
"AL023","01023","alabama","choctaw",2020,0,12755,0
"AL023","01023","alabama","choctaw",2021,0,12792,0
"AL023","01023","alabama","choctaw",2022,0,12669,0
"AL023","01023","alabama","choctaw",2023,0,12525,0
"AL025","01025",NA,NA,2005,0,NA,NA
"AL025","01025",NA,NA,2006,0,NA,NA
"AL025","01025",NA,NA,2007,0,NA,NA
"AL025","01025",NA,NA,2008,0,NA,NA
"AL025","01025",NA,NA,2009,0,NA,NA
"AL025","01025","alabama","clarke",2010,0,26255,0
"AL025","01025","alabama","clarke",2011,0,26046,0
"AL025","01025","alabama","clarke",2012,0,25768,0
"AL025","01025","alabama","clarke",2013,0,25573,0
"AL025","01025","alabama","clarke",2014,0,25331,0
"AL025","01025","alabama","clarke",2015,0,25070,0
"AL025","01025","alabama","clarke",2016,0,24847,0
"AL025","01025","alabama","clarke",2017,0,24625,0
"AL025","01025","alabama","clarke",2018,0,24387,0
"AL025","01025","alabama","clarke",2019,0,24128,0
"AL025","01025","alabama","clarke",2020,0,23866,0
"AL025","01025","alabama","clarke",2021,0,23346,0
"AL025","01025","alabama","clarke",2022,0,23058,0
"AL025","01025","alabama","clarke",2023,0,22802,0
"AL027","01027",NA,NA,2005,0,NA,NA
"AL027","01027",NA,NA,2006,0,NA,NA
"AL027","01027",NA,NA,2007,0,NA,NA
"AL027","01027",NA,NA,2008,0,NA,NA
"AL027","01027",NA,NA,2009,0,NA,NA
"AL027","01027","alabama","clay",2010,0,14040,0
"AL027","01027","alabama","clay",2011,0,14010,0
"AL027","01027","alabama","clay",2012,0,13828,0
"AL027","01027","alabama","clay",2013,0,13703,0
"AL027","01027","alabama","clay",2014,0,13617,0
"AL027","01027","alabama","clay",2015,0,13537,0
"AL027","01027","alabama","clay",2016,0,13483,0
"AL027","01027","alabama","clay",2017,0,13407,0
"AL027","01027","alabama","clay",2018,0,13378,0
"AL027","01027","alabama","clay",2019,0,13337,0
"AL027","01027","alabama","clay",2020,0,13285,0
"AL027","01027","alabama","clay",2021,0,14184,0
"AL027","01027","alabama","clay",2022,0,14209,0
"AL027","01027","alabama","clay",2023,0,14188,0
"AL029","01029",NA,NA,2005,0,NA,NA
"AL029","01029",NA,NA,2006,0,NA,NA
"AL029","01029",NA,NA,2007,0,NA,NA
"AL029","01029",NA,NA,2008,0,NA,NA
"AL029","01029",NA,NA,2009,0,NA,NA
"AL029","01029","alabama","cleburne",2010,0,14823,0
"AL029","01029","alabama","cleburne",2011,0,14881,0
"AL029","01029","alabama","cleburne",2012,0,14905,0
"AL029","01029","alabama","cleburne",2013,0,14945,0
"AL029","01029","alabama","cleburne",2014,0,14990,0
"AL029","01029","alabama","cleburne",2015,0,15002,0
"AL029","01029","alabama","cleburne",2016,0,14991,0
"AL029","01029","alabama","cleburne",2017,0,14939,0
"AL029","01029","alabama","cleburne",2018,0,14938,0
"AL029","01029","alabama","cleburne",2019,0,14916,0
"AL029","01029","alabama","cleburne",2020,0,14952,0
"AL029","01029","alabama","cleburne",2021,0,15046,0
"AL029","01029","alabama","cleburne",2022,0,15144,0
"AL029","01029","alabama","cleburne",2023,0,15254,0
"AL031","01031",NA,NA,2005,0,NA,NA
"AL031","01031",NA,NA,2006,0,NA,NA
"AL031","01031",NA,NA,2007,0,NA,NA
"AL031","01031",NA,NA,2008,0,NA,NA
"AL031","01031",NA,NA,2009,0,NA,NA
"AL031","01031","alabama","coffee",2010,0,48349,0
"AL031","01031","alabama","coffee",2011,0,49221,0
"AL031","01031","alabama","coffee",2012,0,49966,0
"AL031","01031","alabama","coffee",2013,0,50468,0
"AL031","01031","alabama","coffee",2014,0,50726,0
"AL031","01031","alabama","coffee",2015,0,50884,0
"AL031","01031","alabama","coffee",2016,0,50991,0
"AL031","01031","alabama","coffee",2017,0,51073,0
"AL031","01031","alabama","coffee",2018,0,51288,0
"AL031","01031","alabama","coffee",2019,0,51662,0
"AL031","01031","alabama","coffee",2020,0,52238,0
"AL031","01031","alabama","coffee",2021,0,53043,0
"AL031","01031","alabama","coffee",2022,0,53559,0
"AL031","01031","alabama","coffee",2023,0,54231,0
"AL033","01033",NA,NA,2005,0,NA,NA
"AL033","01033",NA,NA,2006,0,NA,NA
"AL033","01033",NA,NA,2007,0,NA,NA
"AL033","01033",NA,NA,2008,0,NA,NA
"AL033","01033",NA,NA,2009,0,NA,NA
"AL033","01033","alabama","colbert",2010,0,54446,0
"AL033","01033","alabama","colbert",2011,0,54478,0
"AL033","01033","alabama","colbert",2012,0,54451,0
"AL033","01033","alabama","colbert",2013,0,54456,0
"AL033","01033","alabama","colbert",2014,0,54491,0
"AL033","01033","alabama","colbert",2015,0,54444,0
"AL033","01033","alabama","colbert",2016,0,54377,0
"AL033","01033","alabama","colbert",2017,0,54435,0
"AL033","01033","alabama","colbert",2018,0,54495,0
"AL033","01033","alabama","colbert",2019,0,54771,0
"AL033","01033","alabama","colbert",2020,0,54957,0
"AL033","01033","alabama","colbert",2021,0,56789,0
"AL033","01033","alabama","colbert",2022,0,57270,0
"AL033","01033","alabama","colbert",2023,22,57648,38.1626422425756
"AL035","01035",NA,NA,2005,0,NA,NA
"AL035","01035",NA,NA,2006,0,NA,NA
"AL035","01035",NA,NA,2007,0,NA,NA
"AL035","01035",NA,NA,2008,0,NA,NA
"AL035","01035",NA,NA,2009,0,NA,NA
"AL035","01035","alabama","conecuh",2010,0,13382,0
"AL035","01035","alabama","conecuh",2011,0,13286,0
"AL035","01035","alabama","conecuh",2012,0,13188,0
"AL035","01035","alabama","conecuh",2013,0,13104,0
"AL035","01035","alabama","conecuh",2014,0,12985,0
"AL035","01035","alabama","conecuh",2015,0,12865,0
"AL035","01035","alabama","conecuh",2016,0,12697,0
"AL035","01035","alabama","conecuh",2017,0,12649,0
"AL035","01035","alabama","conecuh",2018,0,12514,0
"AL035","01035","alabama","conecuh",2019,0,12394,0
"AL035","01035","alabama","conecuh",2020,0,12219,0
"AL035","01035","alabama","conecuh",2021,0,11778,0
"AL035","01035","alabama","conecuh",2022,0,11576,0
"AL035","01035","alabama","conecuh",2023,0,11411,0
"AL037","01037",NA,NA,2005,0,NA,NA
"AL037","01037",NA,NA,2006,0,NA,NA
"AL037","01037",NA,NA,2007,0,NA,NA
"AL037","01037",NA,NA,2008,0,NA,NA
"AL037","01037",NA,NA,2009,0,NA,NA
"AL037","01037","alabama","coosa",2010,0,11470,0
"AL037","01037","alabama","coosa",2011,0,11303,0
"AL037","01037","alabama","coosa",2012,0,11305,0
"AL037","01037","alabama","coosa",2013,0,11198,0
"AL037","01037","alabama","coosa",2014,0,11247,0
"AL037","01037","alabama","coosa",2015,0,11027,0
"AL037","01037","alabama","coosa",2016,0,10864,0
"AL037","01037","alabama","coosa",2017,0,10955,0
"AL037","01037","alabama","coosa",2018,0,10855,0
"AL037","01037","alabama","coosa",2019,0,10757,0
"AL037","01037","alabama","coosa",2020,0,10696,0
"AL037","01037","alabama","coosa",2021,0,10442,0
"AL037","01037","alabama","coosa",2022,0,10329,0
"AL037","01037","alabama","coosa",2023,0,10323,0
"AL039","01039",NA,NA,2005,0,NA,NA
"AL039","01039",NA,NA,2006,0,NA,NA
"AL039","01039",NA,NA,2007,0,NA,NA
"AL039","01039",NA,NA,2008,0,NA,NA
"AL039","01039",NA,NA,2009,0,NA,NA
"AL039","01039","alabama","covington",2010,0,37608,0
"AL039","01039","alabama","covington",2011,0,37736,0
"AL039","01039","alabama","covington",2012,0,37803,0
"AL039","01039","alabama","covington",2013,0,37847,0
"AL039","01039","alabama","covington",2014,0,37881,0
"AL039","01039","alabama","covington",2015,0,37886,0
"AL039","01039","alabama","covington",2016,0,37729,0
"AL039","01039","alabama","covington",2017,0,37519,0
"AL039","01039","alabama","covington",2018,0,37351,0
"AL039","01039","alabama","covington",2019,0,37200,0
"AL039","01039","alabama","covington",2020,0,37096,0
"AL039","01039","alabama","covington",2021,0,37490,0
"AL039","01039","alabama","covington",2022,0,37542,0
"AL039","01039","alabama","covington",2023,0,37647,0
"AL041","01041",NA,NA,2005,0,NA,NA
"AL041","01041",NA,NA,2006,0,NA,NA
"AL041","01041",NA,NA,2007,0,NA,NA
"AL041","01041",NA,NA,2008,0,NA,NA
"AL041","01041",NA,NA,2009,0,NA,NA
"AL041","01041","alabama","crenshaw",2010,0,13928,0
"AL041","01041","alabama","crenshaw",2011,0,13938,0
"AL041","01041","alabama","crenshaw",2012,0,13971,0
"AL041","01041","alabama","crenshaw",2013,0,13955,0
"AL041","01041","alabama","crenshaw",2014,0,13938,0
"AL041","01041","alabama","crenshaw",2015,0,13938,0
"AL041","01041","alabama","crenshaw",2016,0,13896,0
"AL041","01041","alabama","crenshaw",2017,0,13866,0
"AL041","01041","alabama","crenshaw",2018,0,13865,0
"AL041","01041","alabama","crenshaw",2019,0,13844,0
"AL041","01041","alabama","crenshaw",2020,0,13826,0
"AL041","01041","alabama","crenshaw",2021,0,13300,0
"AL041","01041","alabama","crenshaw",2022,0,13205,0
"AL041","01041","alabama","crenshaw",2023,0,13144,0
"AL043","01043","alabama","cullman",2005,0,78888,0
"AL043","01043","alabama","cullman",2006,0,80187,0
"AL043","01043","alabama","cullman",2007,0,80554,0
"AL043","01043","alabama","cullman",2008,0,81324,0
"AL043","01043","alabama","cullman",2009,0,81778,0
"AL043","01043","alabama","cullman",2010,0,79941,0
"AL043","01043","alabama","cullman",2011,0,80246,0
"AL043","01043","alabama","cullman",2012,12,80403,14.9248162382001
"AL043","01043","alabama","cullman",2013,15,80499,18.6337718480975
"AL043","01043","alabama","cullman",2014,23,80668,28.5119254227203
"AL043","01043","alabama","cullman",2015,10,80965,12.3510158710554
"AL043","01043","alabama","cullman",2016,0,81316,0
"AL043","01043","alabama","cullman",2017,0,81703,0
"AL043","01043","alabama","cullman",2018,0,82313,0
"AL043","01043","alabama","cullman",2019,0,82853,0
"AL043","01043","alabama","cullman",2020,0,83345,0
"AL043","01043","alabama","cullman",2021,17,87129,19.5112993377635
"AL043","01043","alabama","cullman",2022,23,88284,26.0522858049024
"AL043","01043","alabama","cullman",2023,24,89463,26.8267328392743
"AL045","01045",NA,NA,2005,0,NA,NA
"AL045","01045",NA,NA,2006,0,NA,NA
"AL045","01045",NA,NA,2007,0,NA,NA
"AL045","01045",NA,NA,2008,0,NA,NA
"AL045","01045",NA,NA,2009,0,NA,NA
"AL045","01045","alabama","dale",2010,0,49730,0
"AL045","01045","alabama","dale",2011,0,49920,0
"AL045","01045","alabama","dale",2012,0,50129,0
"AL045","01045","alabama","dale",2013,0,50102,0
"AL045","01045","alabama","dale",2014,0,50013,0
"AL045","01045","alabama","dale",2015,0,49866,0
"AL045","01045","alabama","dale",2016,0,49607,0
"AL045","01045","alabama","dale",2017,0,49393,0
"AL045","01045","alabama","dale",2018,0,49255,0
"AL045","01045","alabama","dale",2019,0,49277,0
"AL045","01045","alabama","dale",2020,0,49293,0
"AL045","01045","alabama","dale",2021,0,49443,0
"AL045","01045","alabama","dale",2022,0,49455,0
"AL045","01045","alabama","dale",2023,0,49516,0
"AL047","01047",NA,NA,2005,0,NA,NA
"AL047","01047",NA,NA,2006,0,NA,NA
"AL047","01047",NA,NA,2007,0,NA,NA
"AL047","01047",NA,NA,2008,0,NA,NA
"AL047","01047",NA,NA,2009,0,NA,NA
"AL047","01047","alabama","dallas",2010,0,44066,0
"AL047","01047","alabama","dallas",2011,0,43868,0
"AL047","01047","alabama","dallas",2012,0,43572,0
"AL047","01047","alabama","dallas",2013,0,43091,0
"AL047","01047","alabama","dallas",2014,0,42743,0
"AL047","01047","alabama","dallas",2015,0,42154,0
"AL047","01047","alabama","dallas",2016,0,41426,0
"AL047","01047","alabama","dallas",2017,0,40755,0
"AL047","01047","alabama","dallas",2018,0,40029,0
"AL047","01047","alabama","dallas",2019,0,39149,0
"AL047","01047","alabama","dallas",2020,0,38184,0
"AL047","01047","alabama","dallas",2021,0,39162,0
"AL047","01047","alabama","dallas",2022,13,38326,33.9195324322914
"AL047","01047","alabama","dallas",2023,0,37536,0
"AL049","01049","alabama","dekalb",2005,0,66407,0
"AL049","01049","alabama","dekalb",2006,0,68014,0
"AL049","01049","alabama","dekalb",2007,0,68016,0
"AL049","01049","alabama","dekalb",2008,0,68515,0
"AL049","01049","alabama","dekalb",2009,0,69380,0
"AL049","01049","alabama","dekalb",2010,0,70038,0
"AL049","01049","alabama","dekalb",2011,0,70608,0
"AL049","01049","alabama","dekalb",2012,12,70949,16.9135576259003
"AL049","01049","alabama","dekalb",2013,17,71076,23.9180595418988
"AL049","01049","alabama","dekalb",2014,0,71074,0
"AL049","01049","alabama","dekalb",2015,12,71068,16.8852366747341
"AL049","01049","alabama","dekalb",2016,10,70937,14.0970156617844
"AL049","01049","alabama","dekalb",2017,12,71194,16.8553529791836
"AL049","01049","alabama","dekalb",2018,0,71200,0
"AL049","01049","alabama","dekalb",2019,0,71310,0
"AL049","01049","alabama","dekalb",2020,0,71430,0
"AL049","01049","alabama","dekalb",2021,0,71554,0
"AL049","01049","alabama","dekalb",2022,0,71680,0
"AL049","01049","alabama","dekalb",2023,0,71946,0
"AL051","01051","alabama","elmore",2005,0,68057,0
"AL051","01051","alabama","elmore",2006,0,75688,0
"AL051","01051","alabama","elmore",2007,0,77525,0
"AL051","01051","alabama","elmore",2008,0,78106,0
"AL051","01051","alabama","elmore",2009,0,79233,0
"AL051","01051","alabama","elmore",2010,0,77650,0
"AL051","01051","alabama","elmore",2011,0,78641,0
"AL051","01051","alabama","elmore",2012,0,79330,0
"AL051","01051","alabama","elmore",2013,0,79895,0
"AL051","01051","alabama","elmore",2014,0,80321,0
"AL051","01051","alabama","elmore",2015,0,80763,0
"AL051","01051","alabama","elmore",2016,0,80957,0
"AL051","01051","alabama","elmore",2017,0,80989,0
"AL051","01051","alabama","elmore",2018,0,81212,0
"AL051","01051","alabama","elmore",2019,0,81144,0
"AL051","01051","alabama","elmore",2020,0,81526,0
"AL051","01051","alabama","elmore",2021,0,87146,0
"AL051","01051","alabama","elmore",2022,0,87694,0
"AL051","01051","alabama","elmore",2023,0,88669,0
"AL053","01053",NA,NA,2005,0,NA,NA
"AL053","01053",NA,NA,2006,0,NA,NA
"AL053","01053",NA,NA,2007,0,NA,NA
"AL053","01053",NA,NA,2008,0,NA,NA
"AL053","01053",NA,NA,2009,0,NA,NA
"AL053","01053","alabama","escambia",2010,0,37996,0
"AL053","01053","alabama","escambia",2011,0,38081,0
"AL053","01053","alabama","escambia",2012,0,38122,0
"AL053","01053","alabama","escambia",2013,0,38169,0
"AL053","01053","alabama","escambia",2014,0,38042,0
"AL053","01053","alabama","escambia",2015,0,37935,0
"AL053","01053","alabama","escambia",2016,0,37875,0
"AL053","01053","alabama","escambia",2017,0,37621,0
"AL053","01053","alabama","escambia",2018,0,37328,0
"AL053","01053","alabama","escambia",2019,0,37057,0
"AL053","01053","alabama","escambia",2020,0,36775,0
"AL053","01053","alabama","escambia",2021,0,36879,0
"AL053","01053","alabama","escambia",2022,0,36755,0
"AL053","01053","alabama","escambia",2023,0,36695,0
"AL055","01055","alabama","etowah",2005,0,101151,0
"AL055","01055","alabama","etowah",2006,0,103362,0
"AL055","01055","alabama","etowah",2007,0,103217,0
"AL055","01055","alabama","etowah",2008,10,103303,9.68026097983602
"AL055","01055","alabama","etowah",2009,13,103645,12.5428144145883
"AL055","01055","alabama","etowah",2010,0,104066,0
"AL055","01055","alabama","etowah",2011,12,104216,11.5145467106778
"AL055","01055","alabama","etowah",2012,0,104317,0
"AL055","01055","alabama","etowah",2013,18,104260,17.2645309802417
"AL055","01055","alabama","etowah",2014,13,104126,12.4848740948466
"AL055","01055","alabama","etowah",2015,20,103766,19.2741360368521
"AL055","01055","alabama","etowah",2016,11,103363,10.6421059760262
