"FIPS","FIPS_num","State","County","Year","Deaths","population","rate"
"KY109","21109","kentucky","jackson",2015,0,13357,0
"KY109","21109","kentucky","jackson",2016,0,13357,0
"KY109","21109","kentucky","jackson",2017,0,13369,0
"KY109","21109","kentucky","jackson",2018,0,13373,0
"KY109","21109","kentucky","jackson",2019,0,13369,0
"KY109","21109","kentucky","jackson",2020,0,13368,0
"KY109","21109","kentucky","jackson",2021,0,13029,0
"KY109","21109","kentucky","jackson",2022,0,13002,0
"KY109","21109","kentucky","jackson",2023,0,13003,0
"KY111","21111","kentucky","jefferson",2005,65,687032,9.46098580561022
"KY111","21111","kentucky","jefferson",2006,79,701500,11.2615823235923
"KY111","21111","kentucky","jefferson",2007,99,709264,13.9581312459113
"KY111","21111","kentucky","jefferson",2008,92,713877,12.8873741554918
"KY111","21111","kentucky","jefferson",2009,90,721594,12.4723875198519
"KY111","21111","kentucky","jefferson",2010,117,729452,16.0394378245587
"KY111","21111","kentucky","jefferson",2011,148,735804,20.1140521117037
"KY111","21111","kentucky","jefferson",2012,177,741285,23.8774560391752
"KY111","21111","kentucky","jefferson",2013,166,746580,22.2347236732835
"KY111","21111","kentucky","jefferson",2014,170,751485,22.6218753534668
"KY111","21111","kentucky","jefferson",2015,176,755809,23.2863064610239
"KY111","21111","kentucky","jefferson",2016,314,759724,41.3307990796658
"KY111","21111","kentucky","jefferson",2017,339,764378,44.3497850539916
"KY111","21111","kentucky","jefferson",2018,270,767154,35.195019513683
"KY111","21111","kentucky","jefferson",2019,318,767419,41.4375979745094
"KY111","21111","kentucky","jefferson",2020,520,768419,67.6714136428173
"KY111","21111","kentucky","jefferson",2021,567,780449,72.6504870914051
"KY111","21111","kentucky","jefferson",2022,507,779232,65.0640630774917
"KY111","21111","kentucky","jefferson",2023,483,777392,62.1308168851751
"KY113","21113",NA,NA,2005,0,NA,NA
"KY113","21113",NA,NA,2006,0,NA,NA
"KY113","21113",NA,NA,2007,0,NA,NA
"KY113","21113",NA,NA,2008,10,NA,NA
"KY113","21113",NA,NA,2009,10,NA,NA
"KY113","21113","kentucky","jessamine",2010,0,47073,0
"KY113","21113","kentucky","jessamine",2011,0,47880,0
"KY113","21113","kentucky","jessamine",2012,0,48591,0
"KY113","21113","kentucky","jessamine",2013,0,49112,0
"KY113","21113","kentucky","jessamine",2014,0,49601,0
"KY113","21113","kentucky","jessamine",2015,0,50328,0
"KY113","21113","kentucky","jessamine",2016,10,51015,19.6020778202489
"KY113","21113","kentucky","jessamine",2017,29,51667,56.128670137612
"KY113","21113","kentucky","jessamine",2018,10,52422,19.0759604746099
"KY113","21113","kentucky","jessamine",2019,12,53032,22.6278473374566
"KY113","21113","kentucky","jessamine",2020,33,53476,61.7099259480889
"KY113","21113","kentucky","jessamine",2021,14,53016,26.40712237815
"KY113","21113","kentucky","jessamine",2022,41,53381,76.8063543208258
"KY113","21113","kentucky","jessamine",2023,21,53792,39.0392623438429
"KY115","21115",NA,NA,2005,0,NA,NA
"KY115","21115",NA,NA,2006,0,NA,NA
"KY115","21115",NA,NA,2007,0,NA,NA
"KY115","21115",NA,NA,2008,0,NA,NA
"KY115","21115",NA,NA,2009,10,NA,NA
"KY115","21115","kentucky","johnson",2010,19,23325,81.4576634512326
"KY115","21115","kentucky","johnson",2011,18,23327,77.1638016032923
"KY115","21115","kentucky","johnson",2012,0,23339,0
"KY115","21115","kentucky","johnson",2013,0,23377,0
"KY115","21115","kentucky","johnson",2014,0,23390,0
"KY115","21115","kentucky","johnson",2015,0,23350,0
"KY115","21115","kentucky","johnson",2016,0,23280,0
"KY115","21115","kentucky","johnson",2017,0,23064,0
"KY115","21115","kentucky","johnson",2018,0,22843,0
"KY115","21115","kentucky","johnson",2019,0,22634,0
"KY115","21115","kentucky","johnson",2020,0,22427,0
"KY115","21115","kentucky","johnson",2021,0,22794,0
"KY115","21115","kentucky","johnson",2022,0,22631,0
"KY115","21115","kentucky","johnson",2023,0,22464,0
"KY117","21117","kentucky","kenton",2005,0,151799,0
"KY117","21117","kentucky","kenton",2006,0,154911,0
"KY117","21117","kentucky","kenton",2007,0,156675,0
"KY117","21117","kentucky","kenton",2008,0,157629,0
"KY117","21117","kentucky","kenton",2009,0,158729,0
"KY117","21117","kentucky","kenton",2010,34,158034,21.5143576698685
"KY117","21117","kentucky","kenton",2011,45,159008,28.3004628697927
"KY117","21117","kentucky","kenton",2012,49,159926,30.6391706164101
"KY117","21117","kentucky","kenton",2013,51,160828,31.7108961126172
"KY117","21117","kentucky","kenton",2014,57,161915,35.2036562393849
"KY117","21117","kentucky","kenton",2015,99,163007,60.7335881281172
"KY117","21117","kentucky","kenton",2016,81,163393,49.5737271486539
"KY117","21117","kentucky","kenton",2017,114,163987,69.5177056717911
"KY117","21117","kentucky","kenton",2018,94,164688,57.0776255707763
"KY117","21117","kentucky","kenton",2019,76,165668,45.8748822947099
"KY117","21117","kentucky","kenton",2020,88,166552,52.8363514097699
"KY117","21117","kentucky","kenton",2021,95,168264,56.4588979223126
"KY117","21117","kentucky","kenton",2022,70,169066,41.4039487537411
"KY117","21117","kentucky","kenton",2023,77,169817,45.3429279754088
"KY119","21119",NA,NA,2005,0,NA,NA
"KY119","21119",NA,NA,2006,0,NA,NA
"KY119","21119",NA,NA,2007,0,NA,NA
"KY119","21119",NA,NA,2008,0,NA,NA
"KY119","21119",NA,NA,2009,0,NA,NA
"KY119","21119","kentucky","knott",2010,11,16587,66.316995237234
"KY119","21119","kentucky","knott",2011,0,16483,0
"KY119","21119","kentucky","knott",2012,11,16368,67.2043010752688
"KY119","21119","kentucky","knott",2013,0,16217,0
"KY119","21119","kentucky","knott",2014,0,16139,0
"KY119","21119","kentucky","knott",2015,0,16000,0
"KY119","21119","kentucky","knott",2016,0,15884,0
"KY119","21119","kentucky","knott",2017,0,15690,0
"KY119","21119","kentucky","knott",2018,0,15513,0
"KY119","21119","kentucky","knott",2019,0,15260,0
"KY119","21119","kentucky","knott",2020,0,15041,0
"KY119","21119","kentucky","knott",2021,13,14506,89.6180890665931
"KY119","21119","kentucky","knott",2022,10,14282,70.0182047332306
"KY119","21119","kentucky","knott",2023,0,14046,0
"KY121","21121",NA,NA,2005,0,NA,NA
"KY121","21121",NA,NA,2006,0,NA,NA
"KY121","21121",NA,NA,2007,0,NA,NA
"KY121","21121",NA,NA,2008,12,NA,NA
"KY121","21121",NA,NA,2009,0,NA,NA
"KY121","21121","kentucky","knox",2010,0,31765,0
"KY121","21121","kentucky","knox",2011,20,31820,62.8535512256443
"KY121","21121","kentucky","knox",2012,10,31874,31.3735332873188
"KY121","21121","kentucky","knox",2013,0,31865,0
"KY121","21121","kentucky","knox",2014,0,31857,0
"KY121","21121","kentucky","knox",2015,11,31809,34.581407777673
"KY121","21121","kentucky","knox",2016,0,31740,0
"KY121","21121","kentucky","knox",2017,11,31424,35.0050916496945
"KY121","21121","kentucky","knox",2018,0,31467,0
"KY121","21121","kentucky","knox",2019,0,31365,0
"KY121","21121","kentucky","knox",2020,0,31288,0
"KY121","21121","kentucky","knox",2021,11,30367,36.2235321236869
"KY121","21121","kentucky","knox",2022,0,30207,0
"KY121","21121","kentucky","knox",2023,0,30034,0
"KY123","21123",NA,NA,2005,0,NA,NA
"KY123","21123",NA,NA,2006,0,NA,NA
"KY123","21123",NA,NA,2007,0,NA,NA
"KY123","21123",NA,NA,2008,0,NA,NA
"KY123","21123",NA,NA,2009,0,NA,NA
"KY123","21123","kentucky","larue",2010,0,14080,0
"KY123","21123","kentucky","larue",2011,0,14162,0
"KY123","21123","kentucky","larue",2012,0,14175,0
"KY123","21123","kentucky","larue",2013,0,14149,0
"KY123","21123","kentucky","larue",2014,0,14149,0
"KY123","21123","kentucky","larue",2015,0,14149,0
"KY123","21123","kentucky","larue",2016,0,14127,0
"KY123","21123","kentucky","larue",2017,0,14102,0
"KY123","21123","kentucky","larue",2018,0,14156,0
"KY123","21123","kentucky","larue",2019,0,14204,0
"KY123","21123","kentucky","larue",2020,0,14269,0
"KY123","21123","kentucky","larue",2021,0,14768,0
"KY123","21123","kentucky","larue",2022,0,14902,0
"KY123","21123","kentucky","larue",2023,0,15028,0
"KY125","21125",NA,NA,2005,0,NA,NA
"KY125","21125",NA,NA,2006,0,NA,NA
"KY125","21125",NA,NA,2007,10,NA,NA
"KY125","21125",NA,NA,2008,0,NA,NA
"KY125","21125",NA,NA,2009,0,NA,NA
"KY125","21125","kentucky","laurel",2010,12,58155,20.6345112200155
"KY125","21125","kentucky","laurel",2011,17,58590,29.0151903055129
"KY125","21125","kentucky","laurel",2012,14,58891,23.7727326756211
"KY125","21125","kentucky","laurel",2013,0,59178,0
"KY125","21125","kentucky","laurel",2014,0,59535,0
"KY125","21125","kentucky","laurel",2015,0,59751,0
"KY125","21125","kentucky","laurel",2016,0,59950,0
"KY125","21125","kentucky","laurel",2017,0,59901,0
"KY125","21125","kentucky","laurel",2018,0,60180,0
"KY125","21125","kentucky","laurel",2019,0,60357,0
"KY125","21125","kentucky","laurel",2020,11,60631,18.1425343471162
"KY125","21125","kentucky","laurel",2021,0,62090,0
"KY125","21125","kentucky","laurel",2022,18,62442,28.8267512251369
"KY125","21125","kentucky","laurel",2023,19,62731,30.2880553474359
"KY127","21127",NA,NA,2005,0,NA,NA
"KY127","21127",NA,NA,2006,0,NA,NA
"KY127","21127",NA,NA,2007,0,NA,NA
"KY127","21127",NA,NA,2008,0,NA,NA
"KY127","21127",NA,NA,2009,0,NA,NA
"KY127","21127","kentucky","lawrence",2010,0,15841,0
"KY127","21127","kentucky","lawrence",2011,0,15899,0
"KY127","21127","kentucky","lawrence",2012,0,15889,0
"KY127","21127","kentucky","lawrence",2013,0,15877,0
"KY127","21127","kentucky","lawrence",2014,0,15850,0
"KY127","21127","kentucky","lawrence",2015,0,15821,0
"KY127","21127","kentucky","lawrence",2016,0,15870,0
"KY127","21127","kentucky","lawrence",2017,0,15844,0
"KY127","21127","kentucky","lawrence",2018,0,15783,0
"KY127","21127","kentucky","lawrence",2019,0,15671,0
"KY127","21127","kentucky","lawrence",2020,0,15604,0
"KY127","21127","kentucky","lawrence",2021,10,16274,61.4477080004916
"KY127","21127","kentucky","lawrence",2022,0,16228,0
"KY127","21127","kentucky","lawrence",2023,0,16171,0
"KY129","21129",NA,NA,2005,0,NA,NA
"KY129","21129",NA,NA,2006,0,NA,NA
"KY129","21129",NA,NA,2007,0,NA,NA
"KY129","21129",NA,NA,2008,0,NA,NA
"KY129","21129",NA,NA,2009,0,NA,NA
"KY129","21129","kentucky","lee",2010,0,7865,0
"KY129","21129","kentucky","lee",2011,0,7858,0
"KY129","21129","kentucky","lee",2012,0,7831,0
"KY129","21129","kentucky","lee",2013,0,7554,0
"KY129","21129","kentucky","lee",2014,0,7681,0
"KY129","21129","kentucky","lee",2015,0,7119,0
"KY129","21129","kentucky","lee",2016,0,6896,0
"KY129","21129","kentucky","lee",2017,0,6717,0
"KY129","21129","kentucky","lee",2018,0,6751,0
"KY129","21129","kentucky","lee",2019,0,6881,0
"KY129","21129","kentucky","lee",2020,0,7088,0
"KY129","21129","kentucky","lee",2021,0,7263,0
"KY129","21129","kentucky","lee",2022,0,7338,0
"KY129","21129","kentucky","lee",2023,0,7375,0
"KY131","21131",NA,NA,2005,0,NA,NA
"KY131","21131",NA,NA,2006,0,NA,NA
"KY131","21131",NA,NA,2007,0,NA,NA
"KY131","21131",NA,NA,2008,0,NA,NA
"KY131","21131",NA,NA,2009,0,NA,NA
"KY131","21131","kentucky","leslie",2010,0,11470,0
"KY131","21131","kentucky","leslie",2011,0,11388,0
"KY131","21131","kentucky","leslie",2012,0,11318,0
"KY131","21131","kentucky","leslie",2013,0,11220,0
"KY131","21131","kentucky","leslie",2014,10,11128,89.863407620417
"KY131","21131","kentucky","leslie",2015,0,10997,0
"KY131","21131","kentucky","leslie",2016,0,10869,0
"KY131","21131","kentucky","leslie",2017,0,10648,0
"KY131","21131","kentucky","leslie",2018,0,10472,0
"KY131","21131","kentucky","leslie",2019,0,10283,0
"KY131","21131","kentucky","leslie",2020,0,10081,0
"KY131","21131","kentucky","leslie",2021,0,10622,0
"KY131","21131","kentucky","leslie",2022,0,10468,0
"KY131","21131","kentucky","leslie",2023,0,10261,0
"KY133","21133",NA,NA,2005,0,NA,NA
"KY133","21133",NA,NA,2006,0,NA,NA
"KY133","21133",NA,NA,2007,0,NA,NA
"KY133","21133",NA,NA,2008,0,NA,NA
"KY133","21133",NA,NA,2009,0,NA,NA
"KY133","21133","kentucky","letcher",2010,11,24462,44.9677050118551
"KY133","21133","kentucky","letcher",2011,16,24449,65.4423493803427
"KY133","21133","kentucky","letcher",2012,0,24336,0
"KY133","21133","kentucky","letcher",2013,0,24202,0
"KY133","21133","kentucky","letcher",2014,0,23965,0
"KY133","21133","kentucky","letcher",2015,0,23671,0
"KY133","21133","kentucky","letcher",2016,0,23382,0
"KY133","21133","kentucky","letcher",2017,0,23011,0
"KY133","21133","kentucky","letcher",2018,0,22676,0
"KY133","21133","kentucky","letcher",2019,0,22295,0
"KY133","21133","kentucky","letcher",2020,0,21936,0
"KY133","21133","kentucky","letcher",2021,0,21784,0
"KY133","21133","kentucky","letcher",2022,0,21490,0
"KY133","21133","kentucky","letcher",2023,0,21146,0
"KY135","21135",NA,NA,2005,0,NA,NA
"KY135","21135",NA,NA,2006,0,NA,NA
"KY135","21135",NA,NA,2007,0,NA,NA
"KY135","21135",NA,NA,2008,0,NA,NA
"KY135","21135",NA,NA,2009,0,NA,NA
"KY135","21135","kentucky","lewis",2010,0,13968,0
"KY135","21135","kentucky","lewis",2011,0,13946,0
"KY135","21135","kentucky","lewis",2012,0,13889,0
"KY135","21135","kentucky","lewis",2013,0,13859,0
"KY135","21135","kentucky","lewis",2014,0,13848,0
"KY135","21135","kentucky","lewis",2015,0,13790,0
"KY135","21135","kentucky","lewis",2016,0,13646,0
"KY135","21135","kentucky","lewis",2017,0,13565,0
"KY135","21135","kentucky","lewis",2018,0,13490,0
"KY135","21135","kentucky","lewis",2019,0,13417,0
"KY135","21135","kentucky","lewis",2020,0,13345,0
"KY135","21135","kentucky","lewis",2021,0,13103,0
"KY135","21135","kentucky","lewis",2022,0,13063,0
"KY135","21135","kentucky","lewis",2023,0,13028,0
"KY137","21137",NA,NA,2005,0,NA,NA
"KY137","21137",NA,NA,2006,0,NA,NA
"KY137","21137",NA,NA,2007,0,NA,NA
"KY137","21137",NA,NA,2008,0,NA,NA
"KY137","21137",NA,NA,2009,0,NA,NA
"KY137","21137","kentucky","lincoln",2010,0,24779,0
"KY137","21137","kentucky","lincoln",2011,0,24758,0
"KY137","21137","kentucky","lincoln",2012,0,24671,0
"KY137","21137","kentucky","lincoln",2013,0,24602,0
"KY137","21137","kentucky","lincoln",2014,0,24546,0
"KY137","21137","kentucky","lincoln",2015,0,24498,0
"KY137","21137","kentucky","lincoln",2016,0,24424,0
"KY137","21137","kentucky","lincoln",2017,0,24413,0
"KY137","21137","kentucky","lincoln",2018,0,24458,0
"KY137","21137","kentucky","lincoln",2019,0,24476,0
"KY137","21137","kentucky","lincoln",2020,0,24493,0
"KY137","21137","kentucky","lincoln",2021,0,24314,0
"KY137","21137","kentucky","lincoln",2022,0,24320,0
"KY137","21137","kentucky","lincoln",2023,11,24415,45.0542699160352
"KY139","21139",NA,NA,2005,0,NA,NA
"KY139","21139",NA,NA,2006,0,NA,NA
"KY139","21139",NA,NA,2007,0,NA,NA
"KY139","21139",NA,NA,2008,0,NA,NA
"KY139","21139",NA,NA,2009,0,NA,NA
"KY139","21139","kentucky","livingston",2010,0,9514,0
"KY139","21139","kentucky","livingston",2011,0,9503,0
"KY139","21139","kentucky","livingston",2012,0,9479,0
"KY139","21139","kentucky","livingston",2013,0,9467,0
"KY139","21139","kentucky","livingston",2014,0,9443,0
"KY139","21139","kentucky","livingston",2015,0,9394,0
"KY139","21139","kentucky","livingston",2016,0,9353,0
"KY139","21139","kentucky","livingston",2017,0,9288,0
"KY139","21139","kentucky","livingston",2018,0,9263,0
"KY139","21139","kentucky","livingston",2019,0,9235,0
"KY139","21139","kentucky","livingston",2020,0,9172,0
"KY139","21139","kentucky","livingston",2021,0,8989,0
"KY139","21139","kentucky","livingston",2022,0,8980,0
"KY139","21139","kentucky","livingston",2023,0,8941,0
"KY141","21141",NA,NA,2005,0,NA,NA
"KY141","21141",NA,NA,2006,0,NA,NA
"KY141","21141",NA,NA,2007,0,NA,NA
"KY141","21141",NA,NA,2008,0,NA,NA
"KY141","21141",NA,NA,2009,0,NA,NA
"KY141","21141","kentucky","logan",2010,0,26838,0
"KY141","21141","kentucky","logan",2011,0,26841,0
"KY141","21141","kentucky","logan",2012,0,26786,0
"KY141","21141","kentucky","logan",2013,0,26822,0
"KY141","21141","kentucky","logan",2014,0,26844,0
"KY141","21141","kentucky","logan",2015,0,26851,0
"KY141","21141","kentucky","logan",2016,0,26757,0
"KY141","21141","kentucky","logan",2017,0,26847,0
"KY141","21141","kentucky","logan",2018,0,26849,0
"KY141","21141","kentucky","logan",2019,0,26902,0
"KY141","21141","kentucky","logan",2020,0,27049,0
"KY141","21141","kentucky","logan",2021,0,27319,0
"KY141","21141","kentucky","logan",2022,0,27498,0
"KY141","21141","kentucky","logan",2023,0,27731,0
"KY143","21143",NA,NA,2005,0,NA,NA
"KY143","21143",NA,NA,2006,0,NA,NA
"KY143","21143",NA,NA,2007,0,NA,NA
"KY143","21143",NA,NA,2008,0,NA,NA
"KY143","21143",NA,NA,2009,0,NA,NA
"KY143","21143","kentucky","lyon",2010,0,8367,0
"KY143","21143","kentucky","lyon",2011,0,8347,0
"KY143","21143","kentucky","lyon",2012,0,8336,0
"KY143","21143","kentucky","lyon",2013,0,8394,0
"KY143","21143","kentucky","lyon",2014,0,8415,0
"KY143","21143","kentucky","lyon",2015,0,8402,0
"KY143","21143","kentucky","lyon",2016,0,8325,0
"KY143","21143","kentucky","lyon",2017,0,8268,0
"KY143","21143","kentucky","lyon",2018,0,8186,0
"KY143","21143","kentucky","lyon",2019,0,8271,0
"KY143","21143","kentucky","lyon",2020,0,8226,0
"KY143","21143","kentucky","lyon",2021,0,8700,0
"KY143","21143","kentucky","lyon",2022,0,8721,0
"KY143","21143","kentucky","lyon",2023,0,8831,0
"KY145","21145",NA,NA,2005,0,NA,NA
"KY145","21145",NA,NA,2006,11,NA,NA
"KY145","21145",NA,NA,2007,0,NA,NA
"KY145","21145","kentucky","mccracken",2008,0,65109,0
"KY145","21145","kentucky","mccracken",2009,0,65880,0
"KY145","21145","kentucky","mccracken",2010,10,65217,15.3334253338853
"KY145","21145","kentucky","mccracken",2011,10,65451,15.2786053689019
"KY145","21145","kentucky","mccracken",2012,14,65558,21.3551359101864
"KY145","21145","kentucky","mccracken",2013,0,65610,0
"KY145","21145","kentucky","mccracken",2014,0,65545,0
"KY145","21145","kentucky","mccracken",2015,0,65408,0
"KY145","21145","kentucky","mccracken",2016,0,65292,0
"KY145","21145","kentucky","mccracken",2017,0,65285,0
"KY145","21145","kentucky","mccracken",2018,0,65284,0
"KY145","21145","kentucky","mccracken",2019,0,65268,0
"KY145","21145","kentucky","mccracken",2020,0,65485,0
"KY145","21145","kentucky","mccracken",2021,0,67394,0
"KY145","21145","kentucky","mccracken",2022,12,67573,17.7585722107943
"KY145","21145","kentucky","mccracken",2023,0,67584,0
"KY147","21147",NA,NA,2005,0,NA,NA
"KY147","21147",NA,NA,2006,0,NA,NA
"KY147","21147",NA,NA,2007,0,NA,NA
"KY147","21147",NA,NA,2008,0,NA,NA
"KY147","21147",NA,NA,2009,0,NA,NA
"KY147","21147","kentucky","mccreary",2010,0,18122,0
"KY147","21147","kentucky","mccreary",2011,0,18201,0
"KY147","21147","kentucky","mccreary",2012,0,18204,0
"KY147","21147","kentucky","mccreary",2013,0,18163,0
"KY147","21147","kentucky","mccreary",2014,0,18073,0
"KY147","21147","kentucky","mccreary",2015,0,18001,0
"KY147","21147","kentucky","mccreary",2016,0,17850,0
"KY147","21147","kentucky","mccreary",2017,0,17748,0
"KY147","21147","kentucky","mccreary",2018,0,17635,0
"KY147","21147","kentucky","mccreary",2019,0,17465,0
"KY147","21147","kentucky","mccreary",2020,0,17333,0
"KY147","21147","kentucky","mccreary",2021,0,17044,0
"KY147","21147","kentucky","mccreary",2022,0,16892,0
"KY147","21147","kentucky","mccreary",2023,0,16905,0
"KY149","21149",NA,NA,2005,0,NA,NA
"KY149","21149",NA,NA,2006,0,NA,NA
"KY149","21149",NA,NA,2007,0,NA,NA
"KY149","21149",NA,NA,2008,0,NA,NA
"KY149","21149",NA,NA,2009,0,NA,NA
"KY149","21149","kentucky","mclean",2010,0,9635,0
"KY149","21149","kentucky","mclean",2011,0,9604,0
"KY149","21149","kentucky","mclean",2012,0,9554,0
"KY149","21149","kentucky","mclean",2013,0,9524,0
"KY149","21149","kentucky","mclean",2014,0,9510,0
"KY149","21149","kentucky","mclean",2015,0,9500,0
"KY149","21149","kentucky","mclean",2016,0,9492,0
"KY149","21149","kentucky","mclean",2017,0,9361,0
"KY149","21149","kentucky","mclean",2018,0,9331,0
"KY149","21149","kentucky","mclean",2019,0,9283,0
"KY149","21149","kentucky","mclean",2020,0,9202,0
"KY149","21149","kentucky","mclean",2021,0,9182,0
"KY149","21149","kentucky","mclean",2022,0,9173,0
"KY149","21149","kentucky","mclean",2023,0,9127,0
"KY151","21151","kentucky","madison",2005,0,72450,0
"KY151","21151","kentucky","madison",2006,10,79015,12.6558248433842
"KY151","21151","kentucky","madison",2007,0,81103,0
"KY151","21151","kentucky","madison",2008,0,82192,0
"KY151","21151","kentucky","madison",2009,0,83258,0
"KY151","21151","kentucky","madison",2010,15,81580,18.3868595243932
"KY151","21151","kentucky","madison",2011,17,82363,20.6403360732368
"KY151","21151","kentucky","madison",2012,16,83174,19.2367807247457
"KY151","21151","kentucky","madison",2013,0,83976,0
"KY151","21151","kentucky","madison",2014,15,85485,17.5469380593087
"KY151","21151","kentucky","madison",2015,27,85838,31.4546005265733
"KY151","21151","kentucky","madison",2016,26,87324,29.7741743392424
"KY151","21151","kentucky","madison",2017,41,88376,46.392685797049
"KY151","21151","kentucky","madison",2018,45,89700,50.1672240802676
"KY151","21151","kentucky","madison",2019,47,90802,51.760974427876
"KY151","21151","kentucky","madison",2020,64,92090,69.4972309697036
"KY151","21151","kentucky","madison",2021,82,92194,88.9428813154869
"KY151","21151","kentucky","madison",2022,58,92955,62.3957829057071
"KY151","21151","kentucky","madison",2023,57,94064,60.5970403129784
"KY153","21153",NA,NA,2005,0,NA,NA
"KY153","21153",NA,NA,2006,0,NA,NA
"KY153","21153",NA,NA,2007,0,NA,NA
"KY153","21153",NA,NA,2008,0,NA,NA
"KY153","21153",NA,NA,2009,0,NA,NA
"KY153","21153","kentucky","magoffin",2010,0,13294,0
"KY153","21153","kentucky","magoffin",2011,0,13286,0
"KY153","21153","kentucky","magoffin",2012,0,13229,0
"KY153","21153","kentucky","magoffin",2013,0,13179,0
"KY153","21153","kentucky","magoffin",2014,0,13076,0
"KY153","21153","kentucky","magoffin",2015,0,12979,0
"KY153","21153","kentucky","magoffin",2016,0,12887,0
"KY153","21153","kentucky","magoffin",2017,0,12783,0
"KY153","21153","kentucky","magoffin",2018,0,12666,0
"KY153","21153","kentucky","magoffin",2019,0,12491,0
"KY153","21153","kentucky","magoffin",2020,0,12346,0
"KY153","21153","kentucky","magoffin",2021,0,11818,0
"KY153","21153","kentucky","magoffin",2022,15,11647,128.788529234996
"KY153","21153","kentucky","magoffin",2023,0,11495,0
"KY155","21155",NA,NA,2005,0,NA,NA
"KY155","21155",NA,NA,2006,0,NA,NA
"KY155","21155",NA,NA,2007,0,NA,NA
"KY155","21155",NA,NA,2008,0,NA,NA
"KY155","21155",NA,NA,2009,0,NA,NA
"KY155","21155","kentucky","marion",2010,0,19619,0
"KY155","21155","kentucky","marion",2011,0,19735,0
"KY155","21155","kentucky","marion",2012,0,19872,0
"KY155","21155","kentucky","marion",2013,0,19943,0
"KY155","21155","kentucky","marion",2014,0,19965,0
"KY155","21155","kentucky","marion",2015,0,19717,0
"KY155","21155","kentucky","marion",2016,0,19497,0
"KY155","21155","kentucky","marion",2017,0,19335,0
"KY155","21155","kentucky","marion",2018,0,19232,0
"KY155","21155","kentucky","marion",2019,0,19244,0
"KY155","21155","kentucky","marion",2020,0,19257,0
"KY155","21155","kentucky","marion",2021,0,19556,0
"KY155","21155","kentucky","marion",2022,0,19627,0
"KY155","21155","kentucky","marion",2023,0,19680,0
"KY157","21157",NA,NA,2005,0,NA,NA
"KY157","21157",NA,NA,2006,0,NA,NA
"KY157","21157",NA,NA,2007,0,NA,NA
"KY157","21157",NA,NA,2008,0,NA,NA
"KY157","21157",NA,NA,2009,0,NA,NA
"KY157","21157","kentucky","marshall",2010,0,31386,0
"KY157","21157","kentucky","marshall",2011,0,31409,0
"KY157","21157","kentucky","marshall",2012,0,31393,0
"KY157","21157","kentucky","marshall",2013,0,31296,0
"KY157","21157","kentucky","marshall",2014,0,31223,0
"KY157","21157","kentucky","marshall",2015,0,31181,0
"KY157","21157","kentucky","marshall",2016,0,31213,0
"KY157","21157","kentucky","marshall",2017,0,31177,0
"KY157","21157","kentucky","marshall",2018,0,31166,0
"KY157","21157","kentucky","marshall",2019,0,31192,0
"KY157","21157","kentucky","marshall",2020,0,31225,0
"KY157","21157","kentucky","marshall",2021,0,31662,0
"KY157","21157","kentucky","marshall",2022,0,31706,0
"KY157","21157","kentucky","marshall",2023,0,31728,0
"KY159","21159",NA,NA,2005,0,NA,NA
"KY159","21159",NA,NA,2006,0,NA,NA
"KY159","21159",NA,NA,2007,0,NA,NA
"KY159","21159",NA,NA,2008,0,NA,NA
"KY159","21159",NA,NA,2009,0,NA,NA
"KY159","21159","kentucky","martin",2010,0,13138,0
"KY159","21159","kentucky","martin",2011,0,13014,0
"KY159","21159","kentucky","martin",2012,0,12934,0
"KY159","21159","kentucky","martin",2013,0,12835,0
"KY159","21159","kentucky","martin",2014,0,12750,0
"KY159","21159","kentucky","martin",2015,0,12631,0
"KY159","21159","kentucky","martin",2016,0,12478,0
"KY159","21159","kentucky","martin",2017,0,12175,0
"KY159","21159","kentucky","martin",2018,0,11919,0
"KY159","21159","kentucky","martin",2019,0,11648,0
"KY159","21159","kentucky","martin",2020,0,11421,0
"KY159","21159","kentucky","martin",2021,0,11394,0
"KY159","21159","kentucky","martin",2022,0,11298,0
"KY159","21159","kentucky","martin",2023,0,11181,0
"KY161","21161",NA,NA,2005,0,NA,NA
"KY161","21161",NA,NA,2006,0,NA,NA
"KY161","21161",NA,NA,2007,0,NA,NA
"KY161","21161",NA,NA,2008,0,NA,NA
"KY161","21161",NA,NA,2009,0,NA,NA
"KY161","21161","kentucky","mason",2010,0,17362,0
"KY161","21161","kentucky","mason",2011,0,17468,0
"KY161","21161","kentucky","mason",2012,0,17495,0
"KY161","21161","kentucky","mason",2013,0,17452,0
"KY161","21161","kentucky","mason",2014,0,17398,0
"KY161","21161","kentucky","mason",2015,0,17296,0
"KY161","21161","kentucky","mason",2016,0,17229,0
"KY161","21161","kentucky","mason",2017,0,17167,0
"KY161","21161","kentucky","mason",2018,0,17153,0
"KY161","21161","kentucky","mason",2019,0,17112,0
"KY161","21161","kentucky","mason",2020,0,17122,0
"KY161","21161","kentucky","mason",2021,0,17103,0
"KY161","21161","kentucky","mason",2022,0,17068,0
"KY161","21161","kentucky","mason",2023,0,16995,0
"KY163","21163",NA,NA,2005,0,NA,NA
"KY163","21163",NA,NA,2006,0,NA,NA
"KY163","21163",NA,NA,2007,0,NA,NA
"KY163","21163",NA,NA,2008,0,NA,NA
"KY163","21163",NA,NA,2009,0,NA,NA
"KY163","21163","kentucky","meade",2010,0,28907,0
