"FIPS","State","County","Year","population"
"VA680","virginia","lynchburg","2005",60378
"VA700","virginia","newport news","2005",176591
"VA710","virginia","norfolk","2005",206172
"VA740","virginia","portsmouth","2005",95183
"VA760","virginia","richmond","2005",180757
"VA770","virginia","roanoke","2005",90074
"VA800","virginia","suffolk","2005",77922
"VA810","virginia","virginia beach","2005",430856
"WA005","washington","benton","2005",157127
"WA007","washington","chelan","2005",68709
"WA009","washington","clallam","2005",68147
"WA011","washington","clark","2005",400722
"WA015","washington","cowlitz","2005",95905
"WA025","washington","grant","2005",80136
"WA027","washington","grays harbor","2005",68309
"WA029","washington","island","2005",77698
"WA033","washington","king","2005",1755818
"WA035","washington","kitsap","2005",231902
"WA041","washington","lewis","2005",71430
"WA053","washington","pierce","2005",731598
"WA057","washington","skagit","2005",111330
"WA061","washington","snohomish","2005",646299
"WA063","washington","spokane","2005",425684
"WA067","washington","thurston","2005",225469
"WA073","washington","whatcom","2005",178425
"WA077","washington","yakima","2005",227809
"WV003","west virginia","berkeley","2005",92140
"WV011","west virginia","cabell","2005",90514
"WV033","west virginia","harrison","2005",67252
"WV039","west virginia","kanawha","2005",190137
"WV061","west virginia","monongalia","2005",77321
"WV081","west virginia","raleigh","2005",75436
"WV107","west virginia","wood","2005",85634
"WI009","wisconsin","brown","2005",231333
"WI025","wisconsin","dane","2005",442336
"WI027","wisconsin","dodge","2005",82177
"WI035","wisconsin","eau claire","2005",89003
"WI039","wisconsin","fond du lac","2005",94964
"WI055","wisconsin","jefferson","2005",75761
"WI059","wisconsin","kenosha","2005",156308
"WI063","wisconsin","la crosse","2005",103687
"WI071","wisconsin","manitowoc","2005",80612
"WI073","wisconsin","marathon","2005",127080
"WI079","wisconsin","milwaukee","2005",897972
"WI087","wisconsin","outagamie","2005",167679
"WI089","wisconsin","ozaukee","2005",84295
"WI097","wisconsin","portage","2005",64103
"WI101","wisconsin","racine","2005",190368
"WI105","wisconsin","rock","2005",154296
"WI109","wisconsin","st croix","2005",76227
"WI117","wisconsin","sheboygan","2005",111100
"WI127","wisconsin","walworth","2005",96394
"WI131","wisconsin","washington","2005",124849
"WI133","wisconsin","waukesha","2005",373401
"WI139","wisconsin","winnebago","2005",150687
"WI141","wisconsin","wood","2005",73988
"WY021","wyoming","laramie","2005",81793
"WY025","wyoming","natrona","2005",68203
"NA005","puerto rico","aguadilla municipio","2005",64830
"NA013","puerto rico","arecibo municipio","2005",100164
"NA021","puerto rico","bayamón municipio","2005",216861
"NA025","puerto rico","caguas municipio","2005",141342
"NA031","puerto rico","carolina municipio","2005",186467
"NA061","puerto rico","guaynabo municipio","2005",99327
"NA097","puerto rico","mayagüez municipio","2005",93785
"NA113","puerto rico","ponce municipio","2005",177132
"NA127","puerto rico","san juan municipio","2005",418247
"NA135","puerto rico","toa alta municipio","2005",75095
"NA137","puerto rico","toa baja municipio","2005",94554
"NA139","puerto rico","trujillo alto municipio","2005",81932
"AL003","alabama","baldwin","2006",169162
"AL015","alabama","calhoun","2006",112903
"AL043","alabama","cullman","2006",80187
"AL049","alabama","dekalb","2006",68014
"AL051","alabama","elmore","2006",75688
"AL055","alabama","etowah","2006",103362
"AL069","alabama","houston","2006",95660
"AL073","alabama","jefferson","2006",656700
"AL077","alabama","lauderdale","2006",87891
"AL081","alabama","lee","2006",125781
"AL083","alabama","limestone","2006",72446
"AL089","alabama","madison","2006",304307
"AL095","alabama","marshall","2006",87185
"AL097","alabama","mobile","2006",404157
"AL101","alabama","montgomery","2006",223571
"AL103","alabama","morgan","2006",115237
"AL115","alabama","st clair","2006",65096
"AL117","alabama","shelby","2006",178182
"AL121","alabama","talladega","2006",80271
"AL125","alabama","tuscaloosa","2006",171159
"AL127","alabama","walker","2006",70034
"AK020","alaska","anchorage municipality","2006",278700
"AK090","alaska","fairbanks north star","2006",86754
"AK170","alaska","matanuskasusitna","2006",80480
"AZ001","arizona","apache","2006",71118
"AZ003","arizona","cochise","2006",127757
"AZ005","arizona","coconino","2006",124953
"AZ013","arizona","maricopa","2006",3768123
"AZ015","arizona","mohave","2006",193035
"AZ017","arizona","navajo","2006",111399
"AZ019","arizona","pima","2006",946362
"AZ021","arizona","pinal","2006",271059
"AZ025","arizona","yavapai","2006",208014
"AZ027","arizona","yuma","2006",187555
"AR007","arkansas","benton","2006",196045
"AR031","arkansas","craighead","2006",88244
"AR045","arkansas","faulkner","2006",100685
"AR051","arkansas","garland","2006",95164
"AR069","arkansas","jefferson","2006",80655
"AR119","arkansas","pulaski","2006",367319
"AR125","arkansas","saline","2006",94024
"AR131","arkansas","sebastian","2006",120322
"AR143","arkansas","washington","2006",186521
"AR145","arkansas","white","2006",72560
"CA001","california","alameda","2006",1457426
"CA007","california","butte","2006",215881
"CA013","california","contra costa","2006",1024319
"CA017","california","el dorado","2006",178066
"CA019","california","fresno","2006",891756
"CA023","california","humboldt","2006",128330
"CA025","california","imperial","2006",160301
"CA029","california","kern","2006",780117
"CA031","california","kings","2006",146153
"CA033","california","lake","2006",65933
"CA037","california","los angeles","2006",9948081
"CA039","california","madera","2006",146345
"CA041","california","marin","2006",248742
"CA045","california","mendocino","2006",88109
"CA047","california","merced","2006",245658
"CA053","california","monterey","2006",410206
"CA055","california","napa","2006",133522
"CA057","california","nevada","2006",98764
"CA059","california","orange","2006",3002048
"CA061","california","placer","2006",326242
"CA065","california","riverside","2006",2026803
"CA067","california","sacramento","2006",1374724
"CA071","california","san bernardino","2006",1999332
"CA073","california","san diego","2006",2941454
"CA075","california","san francisco","2006",744041
"CA077","california","san joaquin","2006",673170
"CA079","california","san luis obispo","2006",257005
"CA081","california","san mateo","2006",705499
"CA083","california","santa barbara","2006",400335
"CA085","california","santa clara","2006",1731281
"CA087","california","santa cruz","2006",249705
"CA089","california","shasta","2006",179951
"CA095","california","solano","2006",411680
"CA097","california","sonoma","2006",466891
"CA099","california","stanislaus","2006",512138
"CA101","california","sutter","2006",91410
"CA107","california","tulare","2006",419909
"CA111","california","ventura","2006",799720
"CA113","california","yolo","2006",188085
"CA115","california","yuba","2006",70396
"CO001","colorado","adams","2006",414338
"CO005","colorado","arapahoe","2006",537197
"CO013","colorado","boulder","2006",282304
"CO031","colorado","denver","2006",566974
"CO035","colorado","douglas","2006",263621
"CO041","colorado","el paso","2006",576884
"CO059","colorado","jefferson","2006",526994
"CO069","colorado","larimer","2006",276253
"CO077","colorado","mesa","2006",134189
"CO101","colorado","pueblo","2006",152912
"CO123","colorado","weld","2006",236857
"CT001","connecticut","fairfield","2006",900440
"CT003","connecticut","hartford","2006",876927
"CT005","connecticut","litchfield","2006",190119
"CT007","connecticut","middlesex","2006",163774
"CT009","connecticut","new haven","2006",845244
"CT011","connecticut","new london","2006",263293
"CT013","connecticut","tolland","2006",148140
"CT015","connecticut","windham","2006",116872
"DE001","delaware","kent","2006",147601
"DE003","delaware","new castle","2006",525587
"DE005","delaware","sussex","2006",180288
"DC001","district of columbia","district of columbia","2006",581530
"FL001","florida","alachua","2006",227120
"FL005","florida","bay","2006",163505
"FL009","florida","brevard","2006",534359
"FL011","florida","broward","2006",1787636
"FL015","florida","charlotte","2006",154438
"FL017","florida","citrus","2006",138143
"FL019","florida","clay","2006",178899
"FL021","florida","collier","2006",314649
"FL023","florida","columbia","2006",76170
"FL031","florida","duval","2006",837964
"FL033","florida","escambia","2006",295426
"FL035","florida","flagler","2006",83084
"FL053","florida","hernando","2006",165409
"FL055","florida","highlands","2006",97987
"FL057","florida","hillsborough","2006",1157738
"FL061","florida","indian river","2006",130100
"FL069","florida","lake","2006",290435
"FL071","florida","lee","2006",571344
"FL073","florida","leon","2006",245625
"FL081","florida","manatee","2006",313298
"FL083","florida","marion","2006",316183
"FL085","florida","martin","2006",139393
"FL086","florida","miamidade","2006",2402208
"FL087","florida","monroe","2006",74737
"FL089","florida","nassau","2006",66707
"FL091","florida","okaloosa","2006",180291
"FL095","florida","orange","2006",1043500
"FL097","florida","osceola","2006",244045
"FL099","florida","palm beach","2006",1274013
"FL101","florida","pasco","2006",450171
"FL103","florida","pinellas","2006",924413
"FL105","florida","polk","2006",561606
"FL107","florida","putnam","2006",74083
"FL109","florida","st johns","2006",169224
"FL111","florida","st lucie","2006",252724
"FL113","florida","santa rosa","2006",144561
"FL115","florida","sarasota","2006",369535
"FL117","florida","seminole","2006",406875
"FL119","florida","sumter","2006",68769
"FL127","florida","volusia","2006",496575
"GA015","georgia","bartow","2006",91266
"GA021","georgia","bibb","2006",154903
"GA045","georgia","carroll","2006",107325
"GA051","georgia","chatham","2006",241411
"GA057","georgia","cherokee","2006",195327
"GA059","georgia","clarke","2006",112787
"GA063","georgia","clayton","2006",271240
"GA067","georgia","cobb","2006",679325
"GA073","georgia","columbia","2006",106887
"GA077","georgia","coweta","2006",115291
"GA089","georgia","dekalb","2006",723602
"GA095","georgia","dougherty","2006",94773
"GA097","georgia","douglas","2006",119557
"GA113","georgia","fayette","2006",106671
"GA115","georgia","floyd","2006",95322
"GA117","georgia","forsyth","2006",150968
"GA121","georgia","fulton","2006",960009
"GA127","georgia","glynn","2006",73630
"GA135","georgia","gwinnett","2006",757104
"GA139","georgia","hall","2006",173256
"GA151","georgia","henry","2006",178033
"GA153","georgia","houston","2006",127530
"GA185","georgia","lowndes","2006",97844
"GA215","georgia","muscogee","2006",188660
"GA217","georgia","newton","2006",91451
"GA223","georgia","paulding","2006",121530
"GA245","georgia","richmond","2006",194398
"GA247","georgia","rockdale","2006",80332
"GA297","georgia","walton","2006",79388
"GA313","georgia","whitfield","2006",92999
"HI001","hawaii","hawaii","2006",171191
"HI003","hawaii","honolulu","2006",909863
"HI009","hawaii","maui","2006",141300
"ID001","idaho","ada","2006",359035
"ID005","idaho","bannock","2006",78443
"ID019","idaho","bonneville","2006",94630
"ID027","idaho","canyon","2006",173302
"ID055","idaho","kootenai","2006",131507
"ID083","idaho","twin falls","2006",75541
"IL001","illinois","adams","2006",67221
"IL019","illinois","champaign","2006",185682
"IL031","illinois","cook","2006",5288655
"IL037","illinois","dekalb","2006",100139
"IL043","illinois","dupage","2006",932670
"IL089","illinois","kane","2006",493735
"IL091","illinois","kankakee","2006",109090
"IL093","illinois","kendall","2006",88158
"IL097","illinois","lake","2006",713076
"IL099","illinois","lasalle","2006",113065
"IL111","illinois","mchenry","2006",312373
"IL113","illinois","mclean","2006",161202
"IL115","illinois","macon","2006",109309
"IL119","illinois","madison","2006",265303
"IL143","illinois","peoria","2006",182495
"IL161","illinois","rock island","2006",147545
"IL163","illinois","st clair","2006",260919
"IL167","illinois","sangamon","2006",193524
"IL179","illinois","tazewell","2006",130559
"IL183","illinois","vermilion","2006",81941
"IL197","illinois","will","2006",668217
"IL201","illinois","winnebago","2006",295635
"IN003","indiana","allen","2006",347316
"IN005","indiana","bartholomew","2006",74444
"IN019","indiana","clark","2006",103569
"IN035","indiana","delaware","2006",114879
"IN039","indiana","elkhart","2006",198105
"IN043","indiana","floyd","2006",72570
"IN053","indiana","grant","2006",69825
"IN057","indiana","hamilton","2006",250979
"IN059","indiana","hancock","2006",65050
"IN063","indiana","hendricks","2006",131204
"IN067","indiana","howard","2006",84500
"IN081","indiana","johnson","2006",133316
