"Notes","County","County Code","Year","Year Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Baldwin County, AL","01003","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,203709,Unreliable
,"Baldwin County, AL","01003","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,203709,10.8
,"Baldwin County, AL","01003","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,208563,Unreliable
,"Baldwin County, AL","01003","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,208563,Unreliable
,"Baldwin County, AL","01003","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,212628,Unreliable
,"Baldwin County, AL","01003","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,218022,Unreliable
,"Baldwin County, AL","01003","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,223234,Unreliable
,"Baldwin County, AL","01003","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,223234,Unreliable
,"Blount County, AL","01009","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,58013,Unreliable
,"Calhoun County, AL","01015","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,115620,Unreliable
,"Calhoun County, AL","01015","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,114611,Unreliable
,"Calhoun County, AL","01015","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,114728,18.3
,"Calhoun County, AL","01015","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,114277,Unreliable
,"Calhoun County, AL","01015","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,113605,Unreliable
,"Cullman County, AL","01043","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,82005,Unreliable
,"DeKalb County, AL","01049","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,71130,Unreliable
,"DeKalb County, AL","01049","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,70900,Unreliable
,"DeKalb County, AL","01049","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,71617,Unreliable
,"Etowah County, AL","01055","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,103057,19.4
,"Etowah County, AL","01055","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,102564,Unreliable
,"Etowah County, AL","01055","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,102755,23.4
,"Etowah County, AL","01055","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,102501,Unreliable
,"Etowah County, AL","01055","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,102268,Unreliable
,"Houston County, AL","01069","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,104346,Unreliable
,"Houston County, AL","01069","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,104722,Unreliable
,"Jefferson County, AL","01073","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",101,660367,15.3
,"Jefferson County, AL","01073","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",51,660367,7.7
,"Jefferson County, AL","01073","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",128,659521,19.4
,"Jefferson County, AL","01073","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",54,659521,8.2
,"Jefferson County, AL","01073","2017","2017","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,659197,Unreliable
,"Jefferson County, AL","01073","2017","2017","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",121,659197,18.4
,"Jefferson County, AL","01073","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",66,659197,10.0
,"Jefferson County, AL","01073","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,659300,Unreliable
,"Jefferson County, AL","01073","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",104,659300,15.8
,"Jefferson County, AL","01073","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",54,659300,8.2
,"Jefferson County, AL","01073","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",24,658573,3.6
,"Jefferson County, AL","01073","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",100,658573,15.2
,"Jefferson County, AL","01073","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",58,658573,8.8
,"Lauderdale County, AL","01077","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,92387,Unreliable
,"Lee County, AL","01081","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,156993,Unreliable
,"Lee County, AL","01081","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,161604,Unreliable
,"Madison County, AL","01089","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",29,353089,8.2
,"Madison County, AL","01089","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,356967,Unreliable
,"Madison County, AL","01089","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",41,356967,11.5
,"Madison County, AL","01089","2017","2017","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,361046,Unreliable
,"Madison County, AL","01089","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",51,361046,14.1
,"Madison County, AL","01089","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",30,366519,8.2
,"Madison County, AL","01089","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,372909,8.0
,"Madison County, AL","01089","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",41,372909,11.0
,"Marshall County, AL","01095","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,94725,23.2
,"Marshall County, AL","01095","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,95157,Unreliable
,"Marshall County, AL","01095","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,96109,Unreliable
,"Marshall County, AL","01095","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,96774,Unreliable
,"Mobile County, AL","01097","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,415395,5.5
,"Mobile County, AL","01097","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",32,415395,7.7
,"Mobile County, AL","01097","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",24,414836,5.8
,"Mobile County, AL","01097","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,414836,6.3
,"Mobile County, AL","01097","2017","2017","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,413955,Unreliable
,"Mobile County, AL","01097","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,413955,4.8
,"Mobile County, AL","01097","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,413757,5.6
,"Mobile County, AL","01097","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,413757,6.3
,"Mobile County, AL","01097","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,413210,Unreliable
,"Mobile County, AL","01097","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,413210,5.1
,"Montgomery County, AL","01101","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,226349,Unreliable
,"Montgomery County, AL","01101","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,225763,Unreliable
,"Morgan County, AL","01103","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,119565,Unreliable
,"Morgan County, AL","01103","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,118818,Unreliable
,"Morgan County, AL","01103","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,119089,Unreliable
,"Russell County, AL","01113","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,57961,Unreliable
,"St. Clair County, AL","01115","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,87074,Unreliable
,"St. Clair County, AL","01115","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,88019,Unreliable
,"St. Clair County, AL","01115","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,88199,Unreliable
,"St. Clair County, AL","01115","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,88690,Unreliable
,"Shelby County, AL","01117","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,208713,Unreliable
,"Shelby County, AL","01117","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,208713,12.0
,"Shelby County, AL","01117","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,210622,Unreliable
,"Shelby County, AL","01117","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,210622,12.3
,"Shelby County, AL","01117","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,213605,11.2
,"Shelby County, AL","01117","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,215707,Unreliable
,"Shelby County, AL","01117","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,215707,Unreliable
,"Shelby County, AL","01117","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,217702,Unreliable
,"Shelby County, AL","01117","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,217702,Unreliable
,"Shelby County, AL","01117","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,217702,Unreliable
,"Tuscaloosa County, AL","01125","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,203976,Unreliable
,"Tuscaloosa County, AL","01125","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,206102,10.7
,"Tuscaloosa County, AL","01125","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,207811,10.1
,"Tuscaloosa County, AL","01125","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,208911,Unreliable
,"Tuscaloosa County, AL","01125","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,209355,Unreliable
,"Walker County, AL","01127","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,63521,Unreliable
,"Apache County, AZ","04001","2015","2015","Accidental poisoning by and exposure to alcohol","X45",15,71474,Unreliable
,"Apache County, AZ","04001","2016","2016","Accidental poisoning by and exposure to alcohol","X45",26,73112,35.6
,"Apache County, AZ","04001","2017","2017","Accidental poisoning by and exposure to alcohol","X45",18,71606,Unreliable
,"Apache County, AZ","04001","2018","2018","Accidental poisoning by and exposure to alcohol","X45",18,71818,Unreliable
,"Apache County, AZ","04001","2019","2019","Accidental poisoning by and exposure to alcohol","X45",15,71887,Unreliable
,"Cochise County, AZ","04003","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,126427,Unreliable
,"Cochise County, AZ","04003","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,125770,Unreliable
,"Cochise County, AZ","04003","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,124756,Unreliable
,"Cochise County, AZ","04003","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,126770,Unreliable
,"Cochise County, AZ","04003","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,125922,Unreliable
,"Coconino County, AZ","04005","2016","2016","Accidental poisoning by and exposure to alcohol","X45",16,140908,Unreliable
,"Coconino County, AZ","04005","2017","2017","Accidental poisoning by and exposure to alcohol","X45",17,140776,Unreliable
,"Coconino County, AZ","04005","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,142854,Unreliable
,"Coconino County, AZ","04005","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,142854,Unreliable
,"Coconino County, AZ","04005","2018","2018","Accidental poisoning by and exposure to alcohol","X45",17,142854,Unreliable
,"Coconino County, AZ","04005","2019","2019","Accidental poisoning by and exposure to alcohol","X45",15,143476,Unreliable
,"Gila County, AZ","04007","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,53556,Unreliable
,"Maricopa County, AZ","04013","2015","2015","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",123,4167947,3.0
,"Maricopa County, AZ","04013","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",153,4167947,3.7
,"Maricopa County, AZ","04013","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",291,4167947,7.0
,"Maricopa County, AZ","04013","2015","2015","Accidental poisoning by and exposure to alcohol","X45",27,4167947,0.6
,"Maricopa County, AZ","04013","2015","2015","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",12,4167947,Unreliable
,"Maricopa County, AZ","04013","2015","2015","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",57,4167947,1.4
,"Maricopa County, AZ","04013","2015","2015","Intentional self-poisoning by and exposure to other gases and vapours","X67",18,4167947,Unreliable
,"Maricopa County, AZ","04013","2016","2016","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",162,4242997,3.8
,"Maricopa County, AZ","04013","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",173,4242997,4.1
,"Maricopa County, AZ","04013","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",329,4242997,7.8
,"Maricopa County, AZ","04013","2016","2016","Accidental poisoning by and exposure to alcohol","X45",62,4242997,1.5
,"Maricopa County, AZ","04013","2016","2016","Accidental poisoning by and exposure to other gases and vapours","X47",13,4242997,Unreliable
,"Maricopa County, AZ","04013","2016","2016","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",11,4242997,Unreliable
,"Maricopa County, AZ","04013","2016","2016","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",64,4242997,1.5
,"Maricopa County, AZ","04013","2016","2016","Intentional self-poisoning by and exposure to other gases and vapours","X67",18,4242997,Unreliable
,"Maricopa County, AZ","04013","2017","2017","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",213,4307033,4.9
,"Maricopa County, AZ","04013","2017","2017","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",246,4307033,5.7
,"Maricopa County, AZ","04013","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",386,4307033,9.0
,"Maricopa County, AZ","04013","2017","2017","Accidental poisoning by and exposure to alcohol","X45",32,4307033,0.7
,"Maricopa County, AZ","04013","2017","2017","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",13,4307033,Unreliable
,"Maricopa County, AZ","04013","2017","2017","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",56,4307033,1.3
,"Maricopa County, AZ","04013","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",173,4410824,3.9
,"Maricopa County, AZ","04013","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",350,4410824,7.9
,"Maricopa County, AZ","04013","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",431,4410824,9.8
,"Maricopa County, AZ","04013","2018","2018","Accidental poisoning by and exposure to alcohol","X45",41,4410824,0.9
,"Maricopa County, AZ","04013","2018","2018","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",17,4410824,Unreliable
,"Maricopa County, AZ","04013","2018","2018","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",10,4410824,Unreliable
,"Maricopa County, AZ","04013","2018","2018","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",63,4410824,1.4
,"Maricopa County, AZ","04013","2018","2018","Intentional self-poisoning by and exposure to other gases and vapours","X67",19,4410824,Unreliable
,"Maricopa County, AZ","04013","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",203,4485414,4.5
,"Maricopa County, AZ","04013","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",407,4485414,9.1
,"Maricopa County, AZ","04013","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",500,4485414,11.1
,"Maricopa County, AZ","04013","2019","2019","Accidental poisoning by and exposure to alcohol","X45",36,4485414,0.8
,"Maricopa County, AZ","04013","2019","2019","Accidental poisoning by and exposure to other gases and vapours","X47",14,4485414,Unreliable
,"Maricopa County, AZ","04013","2019","2019","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",11,4485414,Unreliable
,"Maricopa County, AZ","04013","2019","2019","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",56,4485414,1.2
,"Maricopa County, AZ","04013","2019","2019","Intentional self-poisoning by and exposure to other gases and vapours","X67",15,4485414,Unreliable
,"Mohave County, AZ","04015","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,204737,Unreliable
,"Mohave County, AZ","04015","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,204737,11.2
,"Mohave County, AZ","04015","2016","2016","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,205249,Unreliable
,"Mohave County, AZ","04015","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,205249,Unreliable
,"Mohave County, AZ","04015","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,205249,Unreliable
,"Mohave County, AZ","04015","2017","2017","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,207200,Unreliable
,"Mohave County, AZ","04015","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,212181,Unreliable
,"Navajo County, AZ","04017","2015","2015","Accidental poisoning by and exposure to alcohol","X45",13,108277,Unreliable
,"Navajo County, AZ","04017","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,110026,Unreliable
,"Navajo County, AZ","04017","2016","2016","Accidental poisoning by and exposure to alcohol","X45",16,110026,Unreliable
,"Navajo County, AZ","04017","2017","2017","Accidental poisoning by and exposure to alcohol","X45",12,108956,Unreliable
,"Navajo County, AZ","04017","2018","2018","Accidental poisoning by and exposure to alcohol","X45",15,110445,Unreliable
,"Navajo County, AZ","04017","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,110924,Unreliable
,"Navajo County, AZ","04017","2019","2019","Accidental poisoning by and exposure to alcohol","X45",16,110924,Unreliable
,"Pima County, AZ","04019","2015","2015","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",30,1010025,3.0
,"Pima County, AZ","04019","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",97,1010025,9.6
,"Pima County, AZ","04019","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",59,1010025,5.8
,"Pima County, AZ","04019","2015","2015","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",17,1010025,Unreliable
,"Pima County, AZ","04019","2015","2015","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,1010025,Unreliable
,"Pima County, AZ","04019","2016","2016","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",41,1016206,4.0
,"Pima County, AZ","04019","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",92,1016206,9.1
,"Pima County, AZ","04019","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",76,1016206,7.5
,"Pima County, AZ","04019","2016","2016","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,1016206,Unreliable
,"Pima County, AZ","04019","2016","2016","Intentional self-poisoning by and exposure to other gases and vapours","X67",10,1016206,Unreliable
,"Pima County, AZ","04019","2017","2017","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",41,1022769,4.0
,"Pima County, AZ","04019","2017","2017","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",98,1022769,9.6
,"Pima County, AZ","04019","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",78,1022769,7.6
,"Pima County, AZ","04019","2017","2017","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,1022769,Unreliable
,"Pima County, AZ","04019","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",46,1039073,4.4
,"Pima County, AZ","04019","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",106,1039073,10.2
,"Pima County, AZ","04019","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",76,1039073,7.3
,"Pima County, AZ","04019","2018","2018","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",16,1039073,Unreliable
,"Pima County, AZ","04019","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",62,1047279,5.9
,"Pima County, AZ","04019","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",119,1047279,11.4
,"Pima County, AZ","04019","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",91,1047279,8.7
,"Pima County, AZ","04019","2019","2019","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,1047279,Unreliable
,"Pinal County, AZ","04021","2015","2015","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",14,406584,Unreliable
,"Pinal County, AZ","04021","2015","2015","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,406584,Unreliable
,"Pinal County, AZ","04021","2015","2015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,406584,Unreliable
,"Pinal County, AZ","04021","2016","2016","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,418540,Unreliable
,"Pinal County, AZ","04021","2016","2016","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",21,418540,5.0
,"Pinal County, AZ","04021","2016","2016","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,418540,Unreliable
,"Pinal County, AZ","04021","2017","2017","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,430237,Unreliable
,"Pinal County, AZ","04021","2017","2017","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,430237,Unreliable
,"Pinal County, AZ","04021","2017","2017","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,430237,4.6
,"Pinal County, AZ","04021","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,447138,Unreliable
,"Pinal County, AZ","04021","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,447138,Unreliable
,"Pinal County, AZ","04021","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,447138,4.9
,"Pinal County, AZ","04021","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,462789,Unreliable
,"Pinal County, AZ","04021","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,462789,5.6
