"Notes","County","County Code","Year","Year Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"San Diego County, CA","06073","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",47,2975742,1.6
,"San Diego County, CA","06073","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",90,2975742,3.0
,"San Diego County, CA","06073","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",128,2975742,4.3
,"San Diego County, CA","06073","2007","2007","Accidental poisoning by and exposure to alcohol","X45",17,2975742,Unreliable
,"San Diego County, CA","06073","2007","2007","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",22,2975742,0.7
,"San Diego County, CA","06073","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",48,2975742,1.6
,"San Diego County, CA","06073","2007","2007","Intentional self-poisoning by and exposure to other gases and vapours","X67",15,2975742,Unreliable
,"San Diego County, CA","06073","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",42,3022116,1.4
,"San Diego County, CA","06073","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",92,3022116,3.0
,"San Diego County, CA","06073","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",142,3022116,4.7
,"San Diego County, CA","06073","2008","2008","Accidental poisoning by and exposure to alcohol","X45",21,3022116,0.7
,"San Diego County, CA","06073","2008","2008","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",21,3022116,0.7
,"San Diego County, CA","06073","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",47,3022116,1.6
,"San Diego County, CA","06073","2008","2008","Intentional self-poisoning by and exposure to other gases and vapours","X67",12,3022116,Unreliable
,"San Diego County, CA","06073","2009","2009","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",42,3061203,1.4
,"San Diego County, CA","06073","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",82,3061203,2.7
,"San Diego County, CA","06073","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",164,3061203,5.4
,"San Diego County, CA","06073","2009","2009","Accidental poisoning by and exposure to alcohol","X45",25,3061203,0.8
,"San Diego County, CA","06073","2009","2009","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",19,3061203,Unreliable
,"San Diego County, CA","06073","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",54,3061203,1.8
,"San Francisco County, CA","06075","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,763016,Unreliable
,"San Francisco County, CA","06075","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",28,763016,3.7
,"San Francisco County, CA","06075","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",63,763016,8.3
,"San Francisco County, CA","06075","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,768650,Unreliable
,"San Francisco County, CA","06075","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",39,768650,5.1
,"San Francisco County, CA","06075","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",78,768650,10.1
,"San Francisco County, CA","06075","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",18,768650,Unreliable
,"San Francisco County, CA","06075","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",19,778673,Unreliable
,"San Francisco County, CA","06075","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",36,778673,4.6
,"San Francisco County, CA","06075","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",97,778673,12.5
,"San Francisco County, CA","06075","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",19,778673,Unreliable
,"San Francisco County, CA","06075","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",35,791152,4.4
,"San Francisco County, CA","06075","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",103,791152,13.0
,"San Francisco County, CA","06075","2008","2008","Accidental poisoning by and exposure to alcohol","X45",10,791152,Unreliable
,"San Francisco County, CA","06075","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",20,791152,2.5
,"San Francisco County, CA","06075","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",66,801922,8.2
,"San Francisco County, CA","06075","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",74,801922,9.2
,"San Francisco County, CA","06075","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,801922,Unreliable
,"San Joaquin County, CA","06077","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",29,656985,4.4
,"San Joaquin County, CA","06077","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,662812,Unreliable
,"San Joaquin County, CA","06077","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",35,662812,5.3
,"San Joaquin County, CA","06077","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,662812,3.2
,"San Joaquin County, CA","06077","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,668080,Unreliable
,"San Joaquin County, CA","06077","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",52,668080,7.8
,"San Joaquin County, CA","06077","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,668080,Unreliable
,"San Joaquin County, CA","06077","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,671692,Unreliable
,"San Joaquin County, CA","06077","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,671692,3.9
,"San Joaquin County, CA","06077","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",49,671692,7.3
,"San Joaquin County, CA","06077","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,671692,Unreliable
,"San Joaquin County, CA","06077","2009","2009","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",26,677736,3.8
,"San Joaquin County, CA","06077","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",24,677736,3.5
,"San Joaquin County, CA","06077","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",54,677736,8.0
,"San Luis Obispo County, CA","06079","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,258615,Unreliable
,"San Luis Obispo County, CA","06079","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,260498,Unreliable
,"San Luis Obispo County, CA","06079","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,262770,Unreliable
,"San Luis Obispo County, CA","06079","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,262770,Unreliable
,"San Luis Obispo County, CA","06079","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,266358,Unreliable
,"San Luis Obispo County, CA","06079","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,268145,Unreliable
,"San Luis Obispo County, CA","06079","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,268145,Unreliable
,"San Mateo County, CA","06081","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,690078,Unreliable
,"San Mateo County, CA","06081","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,690078,3.0
,"San Mateo County, CA","06081","2005","2005","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,690078,Unreliable
,"San Mateo County, CA","06081","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,690176,3.6
,"San Mateo County, CA","06081","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,693849,Unreliable
,"San Mateo County, CA","06081","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,693849,3.7
,"San Mateo County, CA","06081","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,693849,Unreliable
,"San Mateo County, CA","06081","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,703830,Unreliable
,"San Mateo County, CA","06081","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,703830,Unreliable
,"San Mateo County, CA","06081","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,703830,3.0
,"San Mateo County, CA","06081","2008","2008","Accidental poisoning by and exposure to alcohol","X45",11,703830,Unreliable
,"San Mateo County, CA","06081","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,713617,Unreliable
,"San Mateo County, CA","06081","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,713617,Unreliable
,"San Mateo County, CA","06081","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,713617,Unreliable
,"Santa Barbara County, CA","06083","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,408079,5.4
,"Santa Barbara County, CA","06083","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,408085,5.9
,"Santa Barbara County, CA","06083","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,411243,7.5
,"Santa Barbara County, CA","06083","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,415859,Unreliable
,"Santa Barbara County, CA","06083","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,415859,6.3
,"Santa Barbara County, CA","06083","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,420356,Unreliable
,"Santa Barbara County, CA","06083","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",38,420356,9.0
,"Santa Clara County, CA","06085","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,1675312,Unreliable
,"Santa Clara County, CA","06085","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,1675312,1.4
,"Santa Clara County, CA","06085","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,1675312,1.3
,"Santa Clara County, CA","06085","2005","2005","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,1675312,Unreliable
,"Santa Clara County, CA","06085","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",25,1691159,1.5
,"Santa Clara County, CA","06085","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",31,1691159,1.8
,"Santa Clara County, CA","06085","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,1691159,Unreliable
,"Santa Clara County, CA","06085","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",24,1712026,1.4
,"Santa Clara County, CA","06085","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",43,1712026,2.5
,"Santa Clara County, CA","06085","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,1712026,2.0
,"Santa Clara County, CA","06085","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,1712026,Unreliable
,"Santa Clara County, CA","06085","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",23,1740964,1.3
,"Santa Clara County, CA","06085","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,1740964,1.7
,"Santa Clara County, CA","06085","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,1740964,1.8
,"Santa Clara County, CA","06085","2008","2008","Accidental poisoning by and exposure to alcohol","X45",12,1740964,Unreliable
,"Santa Clara County, CA","06085","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",16,1740964,Unreliable
,"Santa Clara County, CA","06085","2009","2009","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",27,1765137,1.5
,"Santa Clara County, CA","06085","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",33,1765137,1.9
,"Santa Clara County, CA","06085","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",27,1765137,1.5
,"Santa Clara County, CA","06085","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,1765137,Unreliable
,"Santa Cruz County, CA","06087","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,251377,Unreliable
,"Santa Cruz County, CA","06087","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,251616,Unreliable
,"Santa Cruz County, CA","06087","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,253304,8.7
,"Santa Cruz County, CA","06087","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,256520,Unreliable
,"Santa Cruz County, CA","06087","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,260009,8.8
,"Shasta County, CA","06089","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,175615,Unreliable
,"Shasta County, CA","06089","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,175615,Unreliable
,"Shasta County, CA","06089","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,176166,13.6
,"Shasta County, CA","06089","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",30,176548,17.0
,"Shasta County, CA","06089","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",33,177247,18.6
,"Shasta County, CA","06089","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,177279,Unreliable
,"Shasta County, CA","06089","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,177279,17.5
,"Solano County, CA","06095","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,408181,Unreliable
,"Solano County, CA","06095","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,408181,Unreliable
,"Solano County, CA","06095","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,408402,Unreliable
,"Solano County, CA","06095","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,408243,Unreliable
,"Solano County, CA","06095","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,408972,Unreliable
,"Solano County, CA","06095","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,408972,Unreliable
,"Solano County, CA","06095","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,410290,Unreliable
,"Sonoma County, CA","06097","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,465938,Unreliable
,"Sonoma County, CA","06097","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,465938,Unreliable
,"Sonoma County, CA","06097","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,465938,Unreliable
,"Sonoma County, CA","06097","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,465188,Unreliable
,"Sonoma County, CA","06097","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,465188,Unreliable
,"Sonoma County, CA","06097","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,465188,Unreliable
,"Sonoma County, CA","06097","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,467356,Unreliable
,"Sonoma County, CA","06097","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,467356,4.7
,"Sonoma County, CA","06097","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,473091,Unreliable
,"Sonoma County, CA","06097","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",25,473091,5.3
,"Sonoma County, CA","06097","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,473091,Unreliable
,"Sonoma County, CA","06097","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,473091,Unreliable
,"Sonoma County, CA","06097","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,479479,Unreliable
,"Sonoma County, CA","06097","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,479479,Unreliable
,"Stanislaus County, CA","06099","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,500020,Unreliable
,"Stanislaus County, CA","06099","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,500020,6.0
,"Stanislaus County, CA","06099","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,500020,4.0
,"Stanislaus County, CA","06099","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,504651,Unreliable
,"Stanislaus County, CA","06099","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",39,504651,7.7
,"Stanislaus County, CA","06099","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,504651,4.0
,"Stanislaus County, CA","06099","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,507834,Unreliable
,"Stanislaus County, CA","06099","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",37,507834,7.3
,"Stanislaus County, CA","06099","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,507834,Unreliable
,"Stanislaus County, CA","06099","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",24,509032,4.7
,"Stanislaus County, CA","06099","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,509032,4.5
,"Stanislaus County, CA","06099","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",24,511536,4.7
,"Stanislaus County, CA","06099","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,511536,5.5
,"Tulare County, CA","06107","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,407970,Unreliable
,"Tulare County, CA","06107","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,414921,Unreliable
,"Tulare County, CA","06107","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",21,414921,5.1
,"Tulare County, CA","06107","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,414921,Unreliable
,"Tulare County, CA","06107","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,422140,Unreliable
,"Tulare County, CA","06107","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,436987,Unreliable
,"Ventura County, CA","06111","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",25,794197,3.1
,"Ventura County, CA","06111","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,794197,Unreliable
,"Ventura County, CA","06111","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",36,798183,4.5
,"Ventura County, CA","06111","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,798183,3.1
,"Ventura County, CA","06111","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,798183,Unreliable
,"Ventura County, CA","06111","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",44,800027,5.5
,"Ventura County, CA","06111","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,800027,2.5
,"Ventura County, CA","06111","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",38,806353,4.7
,"Ventura County, CA","06111","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,806353,3.1
,"Ventura County, CA","06111","2008","2008","Accidental poisoning by and exposure to alcohol","X45",10,806353,Unreliable
,"Ventura County, CA","06111","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",35,815130,4.3
,"Ventura County, CA","06111","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,815130,2.5
,"Ventura County, CA","06111","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,815130,Unreliable
,"Adams County, CO","08001","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",28,395146,7.1
,"Adams County, CO","08001","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,395146,Unreliable
,"Adams County, CO","08001","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",34,406575,8.4
,"Adams County, CO","08001","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,406575,Unreliable
,"Adams County, CO","08001","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",32,415746,7.7
,"Adams County, CO","08001","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,415746,Unreliable
,"Adams County, CO","08001","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,415746,Unreliable
,"Adams County, CO","08001","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",29,424913,6.8
,"Adams County, CO","08001","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,424913,Unreliable
,"Adams County, CO","08001","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",21,435700,4.8
,"Adams County, CO","08001","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,435700,5.7
,"Arapahoe County, CO","08005","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,524466,Unreliable
,"Arapahoe County, CO","08005","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,524466,4.0
,"Arapahoe County, CO","08005","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",25,531619,4.7
,"Arapahoe County, CO","08005","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",29,531619,5.5
,"Arapahoe County, CO","08005","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",36,542039,6.6
,"Arapahoe County, CO","08005","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,542039,6.3
,"Arapahoe County, CO","08005","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,542039,Unreliable
,"Arapahoe County, CO","08005","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",33,552461,6.0
,"Arapahoe County, CO","08005","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,552461,6.5
,"Arapahoe County, CO","08005","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,552461,Unreliable
,"Arapahoe County, CO","08005","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,563161,5.3
